source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	comment	translation_date
en	Cervical lymphadenopathy	HP:0025289	rdfs:label	it	Linfoadenopatia cervicale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Malar rash	HP:0025300	rdfs:label	it	Rash malare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Copper accumulation in liver	HP:0025321	rdfs:label	it	Accumulo di rame nel fegato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anti-glutamic acid decarboxylase antibody positivity	HP:0025329	rdfs:label	it	Positività degli anticorpi anti-decarbossilasi dell'acido glutammico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Upgaze palsy	HP:0025331	rdfs:label	it	Paralisi dello sguardo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Delayed ability to stand	HP:0025335	rdfs:label	it	Ritardata acquisizione della capacità di stare in piedi	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Delayed ability to sit	HP:0025336	rdfs:label	it	Ritardo nella capacità di sedersi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lupus anticoagulant	HP:0025343	rdfs:label	it	Lupus anticoagulante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Interictal EEG abnormality	HP:0025373	rdfs:label	it	Anomalia EEG interictale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anti-thyroid peroxidase antibody positivity	HP:0025379	rdfs:label	it	Positività degli anticorpi anti-perossidasi tiroidea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dorsocervical fat pad	HP:0025383	rdfs:label	it	Cuscinetto adiposo dorsocervicale	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Pill-rolling tremor	HP:0025387	rdfs:label	it	Tremore di rotolamento del pilastro	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thyroid nodule	HP:0025388	rdfs:label	it	Nodulo della tiroide	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Staring gaze	HP:0025401	rdfs:label	it	Sguardo fisso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Stooped posture	HP:0025403	rdfs:label	it	Postura chinata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal visual fixation	HP:0025404	rdfs:label	it	Fissazione visiva anomala	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Visual fixation instability	HP:0025405	rdfs:label	it	Instabilità della fissazione visiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Asthenia	HP:0025406	rdfs:label	it	Astenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pulmonary pneumatocele	HP:0025419	rdfs:label	it	Pneumatocele polmonare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating lactate dehydrogenase concentration	HP:0025435	rdfs:label	it	Aumento della concentrazione circolante di lattato deidrogenasi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Achilles tendon calcification	HP:0025441	rdfs:label	it	Calcificazione del tendine d'Achille	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pyoderma gangrenosum	HP:0025452	rdfs:label	it	Pioderma gangrenoso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased CSF 5-hydroxyindolacetic acid concentration	HP:0025455	rdfs:label	it	Diminuzione della concentrazione di acido 5-idrossiindolacetico nel liquor	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Overweight	HP:0025502	rdfs:label	it	Sovrappeso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Piezogenic pedal papules	HP:0025509	rdfs:label	it	Papule pedali piezogene	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplastic hippocampus	HP:0025517	rdfs:label	it	Ippocampo ipoplasico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Annular cutaneous lesion	HP:0025528	rdfs:label	it	Lesione cutanea anulare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Mild myopia	HP:0025573	rdfs:label	it	Lieve miopia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Tarlov cyst	HP:0025643	rdfs:label	it	Cisti di Tarlov	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Chiari type II malformation	HP:0025660	rdfs:label	it	Malformazione di Chiari di tipo II	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Moderate to late preterm birth	HP:0025664	rdfs:label	it	Nascita pretermine da moderata a tardiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Fetal pericardial effusion	HP:0025671	rdfs:label	it	Versamento pericardico fetale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Fetal chylothorax	HP:0025677	rdfs:label	it	Chilotorace fetale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pituitary macroadenoma	HP:0025693	rdfs:label	it	Macroadenoma ipofisario	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Anhydramnios	HP:0025700	rdfs:label	it	Anidramnios	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Absent fetal nasal bone	HP:0025706	rdfs:label	it	Osso nasale fetale assente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Caseous vernix-like desquamation	HP:0025724	rdfs:label	it	Desquamazione caseosa simile a vernix	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cervical agenesis	HP:0030008	rdfs:label	it	Agenesia cervicale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Imperforate hymen	HP:0030011	rdfs:label	it	Imene imperforato	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Question mark ear	HP:0030022	rdfs:label	it	Orecchio a forma di punto interrogativo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Auricular pit	HP:0030025	rdfs:label	it	Fossa auricolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hip subluxation	HP:0030043	rdfs:label	it	Sublussazione dell'anca	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Colpocephaly	HP:0030048	rdfs:label	it	Colpocefalia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Tip-toe gait	HP:0030051	rdfs:label	it	Andatura in punta di piedi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Inguinal freckling	HP:0030052	rdfs:label	it	Lentiggine inguinale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Stiff skin	HP:0030053	rdfs:label	it	Pelle rigida	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Autoimmune antibody positivity	HP:0030057	rdfs:label	it	Positività degli anticorpi autoimmuni	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Mitochondrial depletion	HP:0030059	rdfs:label	it	Deplezione mitocondriale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Punctate periventricular T2 hyperintense foci	HP:0030081	rdfs:label	it	Focolai periventricolari punteggiati iperintensi in T2	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Clinodactyly	HP:0030084	rdfs:label	it	Clinodattilia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal circulating testosterone concentration	HP:0030087	rdfs:label	it	Concentrazione anormale di testosterone in circolo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reduced muscle collagen VI	HP:0030095	rdfs:label	it	Collagene VI muscolare ridotto	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Reduced muscle fiber alpha dystroglycan	HP:0030099	rdfs:label	it	Riduzione del distroglicano alfa delle fibre muscolari	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Endometriosis	HP:0030127	rdfs:label	it	Endometriosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Truncal titubation	HP:0030147	rdfs:label	it	Titubazione troncale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Heart murmur	HP:0030148	rdfs:label	it	Soffio al cuore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cardiogenic shock	HP:0030149	rdfs:label	it	Shock cardiogeno	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Antimitochondrial antibody positivity	HP:0030167	rdfs:label	it	Positività degli anticorpi antimitocondriali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gastric varix	HP:0030169	rdfs:label	it	Variante gastrica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of peripheral nervous system electrophysiology	HP:0030177	rdfs:label	it	Anomalia dell'elettrofisiologia del sistema nervoso periferico	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Oppenheim reflex	HP:0030180	rdfs:label	it	Riflesso di Oppenheim	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gordon reflex	HP:0030181	rdfs:label	it	Riflesso di Gordon	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Kinetic tremor	HP:0030186	rdfs:label	it	Tremore cinetico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Titubation	HP:0030187	rdfs:label	it	Titubazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anti-neuromuscular Junction acetylcholine receptor antibody positivity	HP:0030208	rdfs:label	it	Positività agli anticorpi del recettore anti-acetilcolina	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anti-muscle-specific tyrosine kinase antibody	HP:0030210	rdfs:label	it	Anticorpo anti tirosin-chinasi muscolo-specifico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Collectionism	HP:0030212	rdfs:label	it	Collezionismo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	obsolete Hypersexuality	HP:0030214	rdfs:label	it	Ipersessualità	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Inappropriate crying	HP:0030215	rdfs:label	it	Pianto inappropriato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Central core regions in muscle fibers	HP:0030230	rdfs:label	it	"Regioni ""central core"" nelle fibre muscolari"	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Highly elevated creatine kinase	HP:0030234	rdfs:label	it	Creatina chinasi molto elevata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of muscle size	HP:0030236	rdfs:label	it	Anomalia delle dimensioni dei muscoli	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hand muscle weakness	HP:0030237	rdfs:label	it	Debolezza dei muscoli della mano	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Hypoplasia of deltoid muscle	HP:0030241	rdfs:label	it	Ipoplasia del muscolo deltoide	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Large intestinal polyposis	HP:0030255	rdfs:label	it	Poliposi intestinale di grandi dimensioni	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Elevated red cell adenosine deaminase activity	HP:0030270	rdfs:label	it	Elevata attività dell'adenosina deaminasi dei globuli rossi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reduced red cell adenosine deaminase level	HP:0030273	rdfs:label	it	Ridotto livello di adenosina deaminasi dei globuli rossi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Partial absence of the septum pellucidum	HP:0030283	rdfs:label	it	Assenza parziale del setto pellucido	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Agenesis of the anterior commissure	HP:0030302	rdfs:label	it	Agenesia della commissura anteriore	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Hypoplastic anterior commissure	HP:0030303	rdfs:label	it	Commissura anteriore ipoplasica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Angular cheilitis	HP:0030318	rdfs:label	it	Cheilite angolare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Weakness of facial musculature	HP:0030319	rdfs:label	it	Debolezza della muscolatura facciale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased intervertebral space	HP:0030320	rdfs:label	it	Spazio intervertebrale aumentato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Retinal thinning on OCT	HP:0030329	rdfs:label	it	Assottigliamento della retina	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased circulating follicle stimulating hormone concentration	HP:0030341	rdfs:label	it	Diminuzione della concentrazione di ormone follicolo-stimolante circolante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased circulating luteinizing hormone level	HP:0030344	rdfs:label	it	Diminuzione del livello di ormone luteinizzante circolante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal circulating luteinizing hormone concentration	HP:0030345	rdfs:label	it	Concentrazione anormale di ormone luteinizzante circolante	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Abnormal circulating follicle-stimulating hormone concentration	HP:0030346	rdfs:label	it	Concentrazione anormale di ormone follicolo-stimolante circolante	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Erythematous papule	HP:0030350	rdfs:label	it	Papula eritematosa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal serum insulin-like growth factor 1 level	HP:0030352	rdfs:label	it	Livello anomalo di fattore di crescita 1 insulino-simile nel siero	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating interferon-gamma concentration	HP:0030356	rdfs:label	it	Aumentata concentrazione di interferone gamma circolante	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Finger hyperphalangy	HP:0030367	rdfs:label	it	Iperfalangia delle dita della mano	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Decreased proportion of memory B cells	HP:0030374	rdfs:label	it	Ridotta proporzione di cellule B della memoria	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Increased transitional B cell proportion	HP:0030381	rdfs:label	it	Aumentata proporzione di cellule B transizionali	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Decreased class-switched memory B cell proportion	HP:0030388	rdfs:label	it	Diminuzione della proporzione di cellule B di memoria commutate per classe	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal platelet aggregation	HP:0030402	rdfs:label	it	Aggregazione piastrinica anomala	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Squamous cell carcinoma of the vulva	HP:0030417	rdfs:label	it	Carcinoma a cellule squamose della vulva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Splenic cyst	HP:0030423	rdfs:label	it	Cisti splenica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Fibrofolliculoma	HP:0030436	rdfs:label	it	Fibrofollicoloma	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Choriocapillaris atrophy	HP:0030491	rdfs:label	it	Atrofia della coriocapillare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bradyopsia	HP:0030511	rdfs:label	it	Bradiopsia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Difficulty adjusting to changes in luminance	HP:0030512	rdfs:label	it	Difficoltà di adattamento ai cambiamenti di luminanza	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Moderately reduced visual acuity	HP:0030515	rdfs:label	it	Acutezza visiva moderatamente ridotta	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Very severe constriction of peripheral visual field	HP:0030527	rdfs:label	it	Costrizione molto grave del campo visivo periferico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Perifoveal ring of hyperautofluorescence	HP:0030629	rdfs:label	it	Anello perifoveale di iperautofluorescenza	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Beevor's sign	HP:0030664	rdfs:label	it	Segno di Beevor	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Left ventricular noncompaction	HP:0030682	rdfs:label	it	Non compattazione del ventricolo sinistro	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased adiponectin level	HP:0030685	rdfs:label	it	Ridotti livelli di adiponectina	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Right atrial enlargement	HP:0030718	rdfs:label	it	Ingrossamento dell'atrio destro	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Central nervous system cyst	HP:0030724	rdfs:label	it	Cisti del sistema nervoso centrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dilatation of the ductus arteriosus	HP:0030745	rdfs:label	it	Dilatazione del dotto arterioso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Intraventricular hemorrhage	HP:0030746	rdfs:label	it	Emorragia intraventricolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Preterm intraventricular hemorrhage	HP:0030747	rdfs:label	it	Emorragia intraventricolare pretermine	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Tooth abscess	HP:0030757	rdfs:label	it	Ascesso del dente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sleep terror	HP:0030765	rdfs:label	it	Terrore del sonno	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating free fatty acid level	HP:0030781	rdfs:label	it	Aumento del livello di acidi grassi liberi in circolo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating interleukin 6 concentration	HP:0030783	rdfs:label	it	Aumento della concentrazione di interleuchina 6 circolante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anomic aphasia	HP:0030784	rdfs:label	it	Afasia anomica	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Photopsia	HP:0030786	rdfs:label	it	Fotopsia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Increased C-peptide level	HP:0030796	rdfs:label	it	Aumento del livello di C-peptide	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Scaphocephaly	HP:0030799	rdfs:label	it	Scafocefalia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gingival recession	HP:0030816	rdfs:label	it	Recessione gengivale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hooded eyelid	HP:0030820	rdfs:label	it	Palpebra a cappuccio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Shoulder pain	HP:0030834	rdfs:label	it	Dolore alla spalla	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hip pain	HP:0030838	rdfs:label	it	Dolore all'anca	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Knee pain	HP:0030839	rdfs:label	it	Dolore al ginocchio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ankle pain	HP:0030840	rdfs:label	it	Dolore alla caviglia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Scleral staphyloma	HP:0030854	rdfs:label	it	Stafiloma sclerale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nasal flaring	HP:0030863	rdfs:label	it	Svasatura nasale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of pulmonary circulation	HP:0030875	rdfs:label	it	Anomalie della circolazione polmonare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reduced FEV1/FVC ratio	HP:0030877	rdfs:label	it	Rapporto FEV1/FVC ridotto	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Raynaud phenomenon	HP:0030880	rdfs:label	it	Fenomeno di Raynaud	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperintensity of cerebral white matter on MRI	HP:0030890	rdfs:label	it	Iperintensità della sostanza bianca cerebrale alla RMN	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Periventricular white matter hyperintensities	HP:0030891	rdfs:label	it	Iperintensità della sostanza bianca periventricolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Palmomental reflex	HP:0030902	rdfs:label	it	Riflesso palmomentale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Grasp reflex	HP:0030903	rdfs:label	it	Riflesso di prensione palmare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Glabellar reflex	HP:0030904	rdfs:label	it	Riflesso glabellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebellar edema	HP:0030915	rdfs:label	it	Edema cerebellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Palpebral thickening	HP:0030939	rdfs:label	it	Ispessimento palpebrale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Elevated gamma-glutamyltransferase level	HP:0030948	rdfs:label	it	Livello elevato di gamma-glutamiltransferasi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Microspherophakia	HP:0030961	rdfs:label	it	Microsferofachia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal systemic blood pressure	HP:0030972	rdfs:label	it	Pressione arteriosa sistemica anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal factor VIII activity	HP:0030976	rdfs:label	it	Attività anormale del fattore VIII	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Sclerosing cholangitis	HP:0030991	rdfs:label	it	Colangite sclerosante	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Acroparesthesia	HP:0031006	rdfs:label	it	Acroparestesia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	obsolete Arteria lusoria	HP:0031014	rdfs:label	it	Arteria lusoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bone marrow hypercellularity	HP:0031020	rdfs:label	it	Ipercellularità del midollo osseo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Internal notch of the femoral head	HP:0031027	rdfs:label	it	Intaglio interno della testa del femore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impaired urinary acidification	HP:0031033	rdfs:label	it	Acidificazione urinaria alterata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impairment of activities of daily living	HP:0031058	rdfs:label	it	Compromissione delle attività della vita quotidiana	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Decreased thyroid-stimulating hormone level	HP:0031098	rdfs:label	it	Diminuzione del livello di ormone stimolante la tiroide	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased circulating antimullerian hormone circulation	HP:0031103	rdfs:label	it	Ridotta concentrazione di ormone antimulleriano circolante	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Recurrent gastroenteritis	HP:0031123	rdfs:label	it	Gastroenterite ricorrente	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Cor triatriatum sinister	HP:0031134	rdfs:label	it	Cor triatrium sinister	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Triggered by physical trauma	HP:0031135	rdfs:label	it	Scatenato da un trauma fisico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased hepatic echogenicity	HP:0031141	rdfs:label	it	Aumento dell'ecogenicità epatica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Starry sky appearance on hepatic sonography	HP:0031145	rdfs:label	it	"Aspetto ""a cielo stellato"" del fegato all'ecografia"	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Widened atrophic scar	HP:0031158	rdfs:label	it	Cicatrice atrofica allargata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Myelokathexis	HP:0031160	rdfs:label	it	Mielocatessi	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Multifocal seizures	HP:0031165	rdfs:label	it	Crisi multifocali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Finger flexor weakness	HP:0031177	rdfs:label	it	Debolezza dei flessori delle dita	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating NT-proBNP concentration	HP:0031185	rdfs:label	it	Aumento della concentrazione di NT-proBNP circolante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Superficial dermal perivascular inflammatory infiltrate	HP:0031190	rdfs:label	it	Infiltrato infiammatorio superficiale dermico perivascolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Deep dermal perivascular inflammatory infiltrate	HP:0031191	rdfs:label	it	Infiltrato infiammatorio perivascolare dermico profondo	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Inappropriate antidiuretic hormone secretion	HP:0031218	rdfs:label	it	Secrezione inappropriata di ormone antidiuretico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Neutrophilic infiltration of the skin	HP:0031234	rdfs:label	it	Infiltrazione neutrofila della pelle	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Internally nucleated skeletal muscle fibers	HP:0031237	rdfs:label	it	Fibre muscolari scheletriche nucleate internamente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nonproductive cough	HP:0031246	rdfs:label	it	Tosse non produttiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lip fissure	HP:0031250	rdfs:label	it	Fessura labiale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal subclavian artery morphology	HP:0031251	rdfs:label	it	Morfologia anomala dell'arteria succlavia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dilated left subclavian artery	HP:0031252	rdfs:label	it	Dilatazione dell'arteria succlavia sinistra	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Podocyte foot process effacement	HP:0031266	rdfs:label	it	Effetto del processo podocitario del piede	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Flushing	HP:0031284	rdfs:label	it	Arrossamento	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cobblestone-like hyperkeratosis	HP:0031288	rdfs:label	it	"Ipercheratosi con aspetto ""ad acciottolato"""	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Cutaneous abscess	HP:0031292	rdfs:label	it	Ascesso cutaneo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Left atrial enlargement	HP:0031295	rdfs:label	it	Ingrossamento dell'atrio sinistro	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
