source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0025084	rdfs:label	Folliculitis	Foliculite	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025085	rdfs:label	Bloody diarrhea	Diarreia sanguinolenta	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025086	rdfs:label	Bloody mucoid diarrhea	Diarreia mucoide sanguinolenta	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025087	rdfs:label	Delayed recoil upon stretching of skin	Recuo retardado ao esticar a pele	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025088	rdfs:label	Onychomadesis	Onicomadese	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025089	rdfs:label	Feculent vomiting	Vômitos Fecaloides	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025090	rdfs:label	Abnormal large intestinal mucosa morphology	Morfologia anormal da mucosa do intestino grosso	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025092	rdfs:label	Epidermal acanthosis	Acantose epidérmica	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025093	rdfs:label	Peripapillary exudate	Exsudato peripapilar	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025094	rdfs:label	Disciform macular scar	Cicatriz macular disciforme	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025095	rdfs:label	Sneeze	Espirro	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025096	rdfs:label	Paroxysmal sneezing	Espirro paroxístico	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025097	rdfs:label	Eyelid myoclonus	Mioclonia palpebral	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025098	rdfs:label	Dysgenesis of the hypothalamus	Disgenesia do hipotálamo	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025099	rdfs:label	Dysgenesis of the thalamus	Disgenesia do tálamo	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025100	rdfs:label	Abnormal hippocampus morphology	Morfologia anormal do hipocampo	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025101	rdfs:label	Dysgenesis of the hippocampus	Disgenesia do hipocampo	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025102	rdfs:label	Dysgenesis of the basal ganglia	Disgenesia dos gânglios basais	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025103	rdfs:label	Umbilicated nodule	Nódulo umbilicado	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025104	rdfs:label	Capillary malformation	Malformação capilar	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025105	rdfs:label	Nevus anemicus	Nevus anêmico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025106	rdfs:label	Nevus roseus	Nevus róseo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025107	rdfs:label	Cutis marmorata telangiectatica congenita	Cutis marmorata telangiectática congênita	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025108	rdfs:label	Angioma serpentinum	Angioma serpiginoso	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025109	rdfs:label	Reduced red cell pyruvate kinase level	Nível reduzido de piruvato quinase eritrocitária	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025110	rdfs:label	Placoid macular lesion	Lesão macular placoide	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025112	rdfs:label	Auditory sensitivity	Sensibilidade auditiva	OFFICIAL	orcid:0000-0003-4851-8020
en	pt	HP:0025246	rdfs:label	Trichilemmal cyst	Cisto triquilemal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025247	rdfs:label	Dermoid cyst	Cisto dermoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025248	rdfs:label	Eruptive vellus hair cyst	Cisto veloso eruptivo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025379	rdfs:label	Anti-thyroid peroxidase antibody positivity	Positividade para anticorpo antiperoxidase tireoidiana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025388	rdfs:label	Thyroid nodule	Nódulo da glândula tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025422	rdfs:label	Pleural cyst	Cisto pleural	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025483	rdfs:label	Abnormal circulating thyroglobulin concentration	Concentração anormal de tireoglobulina circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025643	rdfs:label	Tarlov cyst	Cisto de Tarlov	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025674	rdfs:label	Meconium pseudocyst	Pseudocisto de mecônio	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025728	rdfs:label	Periventricular pseudocyst	Pseudocisto periventricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030232	rdfs:label	Increased sarcoplasmic glycogen	Aumento do glicogênio sarcoplasmático	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030233	rdfs:label	Bethlem sign	Sinal de Bethlem	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030234	rdfs:label	Highly elevated creatine kinase	Elevação da creatina cinase	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030235	rdfs:label	Extremely elevated creatine kinase	Elevação extrema da creatina cinase	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030236	rdfs:label	Abnormality of muscle size	Anomalia do tamanho do músculo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030237	rdfs:label	Hand muscle weakness	Fraqueza muscular da mão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030239	rdfs:label	Hypoplasia of the upper arm musculature	Hipoplasia da musculatura do braço	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030241	rdfs:label	Hypoplasia of deltoid muscle	Hipoplasia do músculo deltoide	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030242	rdfs:label	Portal vein thrombosis	Trombose da veia porta	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030243	rdfs:label	Hepatic vein thrombosis	Trombose da veia hepática	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030244	rdfs:label	Maternal fever in pregnancy	Febre materna na gravidez	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030245	rdfs:label	Intrapartum fever	Febre intraparto	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030246	rdfs:label	Maternal first trimester fever	Febre materna no primeiro trimestre	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030247	rdfs:label	Splanchnic vein thrombosis	Trombose venosa esplâncnica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030248	rdfs:label	Mesenteric venous thrombosis	Trombose da veia mesentérica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030249	rdfs:label	Enanthema	Enantema	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030250	rdfs:label	Pulmonary granulomatosis	Granulomatose pulmonar	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030251	rdfs:label	Absence of memory B cells	Ausência de células B de memória	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030252	rdfs:label	Absent circulating B cells	Ausência de células B circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030253	rdfs:label	obsolete Defective T cell proliferation	Proliferação defeituosa de céulas T	CANDIDATE	orcid:0009-0005-0193-5224
en	pt	HP:0030254	rdfs:label	Nail bed hemorrhage	Hemorragia do leito ungueal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030255	rdfs:label	Large intestinal polyposis	Polipose do intestino grosso	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030256	rdfs:label	Small intestinal polyposis	Polipose do intestino delgado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030257	rdfs:label	Freckled genitalia	Sardas na genitália	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030258	rdfs:label	Hyperpigmented genitalia	Genitália hiperpigmentada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030259	rdfs:label	Hypopigmented genitalia	Genitália hipopigmentada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030260	rdfs:label	Microphallus	Microfalo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030261	rdfs:label	Absent penis	Pênis ausente	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030262	rdfs:label	Narrow penis	Pênis fino	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030263	rdfs:label	Torsion of the penis	Torção do pênis	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030264	rdfs:label	Webbed penis	Membrana penoescrotal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030265	rdfs:label	Wide penis	pênis largo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030267	rdfs:label	Calcification of the interosseus membrane of the forearm	Calcificação da membrana interóssea do antebraço	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030268	rdfs:label	Hyperplastic callus formation	Formação de calo ósseo hiperplásico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030269	rdfs:label	Increased circulating insulin-like growth factor 1 concentration	Concentração de fator de crescimento semelhante à insulina 1 circulante aumentada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030270	rdfs:label	Elevated red cell adenosine deaminase activity	Atividade elevada de adenosina desaminase de glóbulos vermelhos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030271	rdfs:label	Reduced erythrocyte 2,3-diphosphoglycerate concentration	Concentração reduzida de 2,3-difosfoglicerato de eritrócitos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030272	rdfs:label	Abnormal erythrocyte enzyme concentration or activity	Concentração ou atividade anormal de enzima eritrocitária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030273	rdfs:label	Reduced red cell adenosine deaminase level	Nível reduzido de adenosina deaminase eritrocitária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030274	rdfs:label	Accessory scrotum	Escroto acessório	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030275	rdfs:label	Ectopic scrotum	Escroto ectópico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030277	rdfs:label	Abnormal vertebral pedicle morphology	morfologia anormal de pedículo vertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030278	rdfs:label	Hypoplastic vertebral pedicle	Pedículo vertebral hipoplásico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030279	rdfs:label	Hypoplastic L5 vertebral pedicle	Pedículo vertebral de L5 hipoplásico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030280	rdfs:label	Rib gap	Defeito de arco costal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030281	rdfs:label	Cervical C3/C4 vertebral fusion	Fusão vertebral cervical C3/C4	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030282	rdfs:label	Posterior rib gap	Defeito de arco costal posterior	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030283	rdfs:label	Partial absence of the septum pellucidum	Ausência parcial do septo pelúcido	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030284	rdfs:label	Triangular tongue	Língua triangular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030285	rdfs:label	Splayed superior cerebellar peduncle	Pedûnculo cerebelar superior espalhado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030286	rdfs:label	Atrophic superior cerebellar peduncle	Pedûnculo cerebelar superior atrófico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030289	rdfs:label	Flattened femoral epiphysis	Epífise femoral achatada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030290	rdfs:label	Unossified sacrum	Sacro não ossificado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030291	rdfs:label	Lower-limb metaphyseal irregularity	Irregularidade metafisária dos membros inferiores	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030292	rdfs:label	Tibial metaphyseal irregularity	Irregularidade metafisária tibial	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030293	rdfs:label	Fibular metaphyseal irregularity	Irregularidade metafisária fibular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030294	rdfs:label	Metaphyseal chondromatosis of tibia	Condromatose metafisária da tíbia	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030295	rdfs:label	Metaphyseal chondromatosis of femur	Condromatose metafisária do fémur	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030296	rdfs:label	Metaphyseal chondromatosis of radius	Condromatose metafisária do rádio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030297	rdfs:label	Metaphyseal chondromatosis of ulna	Condromatose metafisária da ulna	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030298	rdfs:label	Metaphyseal chondromatosis of humerus	Condromatose metafisária do úmero	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030299	rdfs:label	Abnormal distal femoral metaphysis morphology	Morfologia anormal da metáfise femoral distal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030300	rdfs:label	10 pairs of ribs	10 pares de costelas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030301	rdfs:label	Abnormality of the anterior commissure	Anomalia da comissura anterior	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030302	rdfs:label	Agenesis of the anterior commissure	Agenesia da comissura anterior	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030303	rdfs:label	Hypoplastic anterior commissure	Comissura anterior hipoplásica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030304	rdfs:label	Abnormal number of vertebrae	Quantidade anormal de vértebras	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030305	rdfs:label	Decreased number of vertebrae	Diminuição da quantidade de vértebras	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030306	rdfs:label	11 thoracic vertebrae	11 vértebras torácicas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030307	rdfs:label	Flared lower limb metaphysis	Metáfise do membro inferior dilatada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030308	rdfs:label	Flared distal tibial metaphysis	Metáfise tibial distal dilatada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030309	rdfs:label	Flared distal fibular metaphysis	Metáfise fibular distal dilatada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030310	rdfs:label	Upper extremity joint dislocation	Luxação de articulação de extremidade superior	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030311	rdfs:label	Lower extremity joint dislocation	Luxação de articulação de extremidade inferior	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030312	rdfs:label	Obliteration of the calvarial diploe	Obliteração do diploe da calvária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030313	rdfs:label	Abnormal periosteum morphology	Morfologia anormal do periósteo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030314	rdfs:label	Periostosis	Periostose	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030318	rdfs:label	Angular cheilitis	Queilite angular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030319	rdfs:label	Weakness of facial musculature	Fraqueza da musculatura facial	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030320	rdfs:label	Increased intervertebral space	Aumento do espaço intervertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030321	rdfs:label	Abnormal vertebral artery morphology	Morfologia anormal da artéria vertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030322	rdfs:label	Vertebral artery hypoplasia	Hipoplasia arterial vertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030323	rdfs:label	Unilateral vertebral artery hypoplasia	Hipoplasia unilateral da artéria vertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030324	rdfs:label	Bilateral vertebral artery hypoplasia	Hipoplasia bilateral da artéria vertebral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030325	rdfs:label	Cervicomedullary schisis	Mielosquise cervical	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030326	rdfs:label	Abnormal macrophage count	Contagem anormal de macrófagos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030327	rdfs:label	Abnormal osteoclast count	Contagem anormal de osteoclastos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030328	rdfs:label	Decreased osteoclast count	Diminuição da contagem de osteoclastos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030329	rdfs:label	Retinal thinning	Afinamento da retina	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030330	rdfs:label	Multinucleated giant chondrocytes in epiphyseal cartilage	Condrócitos gigantes multinucleados na cartilagem epifisária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030331	rdfs:label	Impaired stimulus-induced skin wrinkling	Enrugamento da pele induzido por estímulo prejudicado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030333	rdfs:label	Abnormal alpha-beta T cell morphology	Morfologia anormal de células T alfa-beta	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030334	rdfs:label	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	Morfologia anormal de células T alfa-beta reguladoras CD4-positivas, CD25-positivas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030335	rdfs:label	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	Contagem anormal de células T alfa-beta reguladoras CD4-positivas, CD25-positivas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030336	rdfs:label	Absence of CD4-positive, CD25-positive regulatory T cells	Ausência de células T reguladoras CD4 e CD25 positivas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030337	rdfs:label	Elevated CD4-positive, CD25-positive regulatory T cell count	Contagem elevada de células T reguladoras CD4 e CD25 positivas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030338	rdfs:label	Abnormal circulating gonadotropin concentration	Concentração anormal de gonadotrofina circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030339	rdfs:label	Decreased circulating gonadotropin concentration	Diminuição da concentração de gonadotrofina circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030341	rdfs:label	Decreased circulating follicle stimulating hormone concentration	Diminuição da concentração do hormônio folículo estimulante circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030344	rdfs:label	Decreased circulating luteinizing hormone level	Diminuição do nível de hormônio luteinizante circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030345	rdfs:label	Abnormal circulating luteinizing hormone concentration	Concentração anormal de hormônio luteinizante circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030346	rdfs:label	Abnormal circulating follicle-stimulating hormone concentration	Concentração anormal de hormônio foliculo-estimulante circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030347	rdfs:label	Abnormal circulating androgen level	Níveis anormais de andrógenos circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030348	rdfs:label	Increased circulating androgen concentration	Aumento da concentração de andrógenos circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030349	rdfs:label	Decreased circulating androgen concentration	Diminuição da concentração de andrógenos circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030350	rdfs:label	Erythematous papule	Pápula eritematosa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030351	rdfs:label	Urticarial plaque	Urticária em placa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030352	rdfs:label	Abnormal serum insulin-like growth factor 1 level	Nível sérico anormal de fator de crescimento semelhante à insulina 1	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030353	rdfs:label	Decreased serum insulin-like growth factor 1	Diminuição do fator de crescimento semelhante à insulina 1 sérico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030355	rdfs:label	Abnormal circulating interferon-gamma concentration	Concentração anormal de interferon-gama circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030356	rdfs:label	Increased circulating interferon-gamma concentration	Concentração aumentada de interferon-gama circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030357	rdfs:label	Small cell lung carcinoma	Carcinoma de pulmão tipo pequenas células	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030358	rdfs:label	Non-small cell lung carcinoma	Carcinoma de pulmão tipo não pequenas células	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030359	rdfs:label	Squamous cell lung carcinoma	Carcinoma espinocelular do pulmão, carcinoma do pulmão de células escamosas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030360	rdfs:label	Large cell lung carcinoma	Carcinoma pulmonar de grandes células	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030361	rdfs:label	Abnormal circulating eicosanoid concentration	Concentração anormal de eicosanóides circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030362	rdfs:label	Reduced muscle carnitine level	Nível reduzido de carnitina muscular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030363	rdfs:label	Primary Caesarian section	Cesariana primária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030364	rdfs:label	Secondary Caesarian section	Cesáriana iterativa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030365	rdfs:label	Vaginal birth after Caesarean	Parto vaginal após cesariana	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030366	rdfs:label	Delivery by Odon device	Parto instrumental por dispositivo de Odon	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030367	rdfs:label	Finger hyperphalangy	Hiperfalangia de dedo da mão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030368	rdfs:label	Hyperphalangy of the 2nd finger	Hiperfalangia de segundo dedo da mão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030369	rdfs:label	Induced vaginal delivery	Parto vaginal induzido	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030370	rdfs:label	Abnormal naive B cell proportion	Proporção anormal de células B naive	CANDIDATE	orcid:0009-0005-0193-5224
en	pt	HP:0030371	rdfs:label	Increased naive B cell proportion	Aumento da proporção de células B naive	CANDIDATE	orcid:0009-0005-0193-5224
en	pt	HP:0030372	rdfs:label	Decreased naive B cell proportion	Diminuição da proporção de células B naive	CANDIDATE	orcid:0009-0005-0193-5224
en	pt	HP:0030373	rdfs:label	Abnormal memory B cell proportion	Proporção anormal de células B de memória	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030374	rdfs:label	Decreased proportion of memory B cells	Diminuição da proporção de células B de memória	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030375	rdfs:label	Increased proportion of memory B cells	Aumento da proporção de células B de memória	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030376	rdfs:label	Abnormal immature B cell proportion	Proporção anormal de células B imaturas	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030377	rdfs:label	Increased immature B cell proportion	Aumento da proporção de células B imaturas	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030378	rdfs:label	Decreased immature B cell proportion	Diminuição da proporção de células B imaturas	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030379	rdfs:label	Abnormal transitional B cell proportion	Proporção anormal de células B de transição	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030380	rdfs:label	Decreased transitional B cell proportion	Diminuição da proporção de células B de transição	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030381	rdfs:label	Increased transitional B cell proportion	Aumento da proporção de células B de transição	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030383	rdfs:label	Abnormal proportion of marginal zone B cells	Proporção anormal de células B da zona marginal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030384	rdfs:label	Decreased proportion of marginal zone B cells	Diminuição da proporção de células B da zona marginal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030385	rdfs:label	Increased proportion of marginal zone B cells	Aumento da proporção de células B da zona marginal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030386	rdfs:label	Abnormal class-switched memory B cell proportion	Proporção anormal de células B de memória com comutação de classe	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030387	rdfs:label	Increased class-switched memory B cell proportion	Aumento da proporção de células B de memória com comutação de classe	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030388	rdfs:label	Decreased class-switched memory B cell proportion	Diminuição da proporção de células B de memória com comutação de classe	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0030389	rdfs:label	Abnormal circulating thromboxane concentration	Concentração anormal de tromboxano circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030390	rdfs:label	Reduced circulating leukotriene C4 concentration	Concentração de leucotrieno C4 circulante reduzida	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030391	rdfs:label	Spoken word recognition deficit	Déficit de reconhecimento de palavras faladas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030392	rdfs:label	Choroid plexus carcinoma	Carcinoma do plexo coroide	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030393	rdfs:label	Endolymphatic sac tumor	Tumor do saco endolinfático	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030394	rdfs:label	Fallopian tube carcinoma	Carcinoma da trompa de falópio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030396	rdfs:label	Abnormal platelet granule secretion	Secreção anormal de grânulos plaquetários	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030397	rdfs:label	Abnormal platelet dense granule secretion	Secreção anormal de grânulos densos de plaquetas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030398	rdfs:label	Abnormal platelet ATP dense granule secretion	Secreção plaquetária de grânulos densos de ATP anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030399	rdfs:label	Abnormal platelet alpha granule secretion	Secreção anormal de grânulos alfa plaquetários	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030400	rdfs:label	Abnormal platelet lysosome secretion	Secreção anormal de lisossomos plaquetários	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030401	rdfs:label	Abnormal platelet dense granule ATP/ADP ratio	Relação ATP/ADP de grânulos densos de plaquetas anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0030402	rdfs:label	Abnormal platelet aggregation	Agregação plaquetária anormal	OFFICIAL	orcid:0009-0004-3413-3132
