term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0001839,Split foot,Split-foot
http://purl.obolibrary.org/obo/HP_0000256,Macrocephaly,Large head
http://purl.obolibrary.org/obo/HP_0008402,Ridged fingernail,Longitudinally grooved fingernails
http://purl.obolibrary.org/obo/HP_0100127,Irregular epiphysis of the proximal phalanx of the 2nd toe,Irregular end part of the innermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0012343,Decreased circulating ferritin concentration,Decreased serum ferritin
http://purl.obolibrary.org/obo/HP_0010758,Abnormality of the premaxilla,Abnormality of the primary palate bone
http://purl.obolibrary.org/obo/HP_0000311,Round face,Circular face
http://purl.obolibrary.org/obo/HP_0006707,Abnormality of the hepatic vasculature,Abnormality of liver blood vessels
http://purl.obolibrary.org/obo/HP_0010814,Abnormal position of hair whorl,Abnormal location of hair swirl
http://purl.obolibrary.org/obo/HP_0000157,Abnormality of the tongue,Abnormality of the tongue
http://purl.obolibrary.org/obo/HP_0000520,Proptosis,Prominent globes
http://purl.obolibrary.org/obo/HP_0100908,Sclerosis of the proximal phalanx of the 2nd finger,Increased bone density in the innermost bone of the index finger
http://purl.obolibrary.org/obo/HP_0010839,Increased urinary copper concentration,Increased urinary copper concentration
http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,Joint pain
http://purl.obolibrary.org/obo/HP_0001069,Episodic hyperhidrosis,Sporadic excessive sweating
http://purl.obolibrary.org/obo/HP_0100439,Bullet-shaped proximal phalanx of the 5th toe,Bullet-shaped innermost bone of little toe
http://purl.obolibrary.org/obo/HP_0000336,Prominent supraorbital ridges,Prominent brow
http://purl.obolibrary.org/obo/HP_0002311,Incoordination,Incoordination of limb movements
http://purl.obolibrary.org/obo/HP_0000843,Hyperparathyroidism,Elevated blood parathyroid hormone level
http://purl.obolibrary.org/obo/HP_0001802,Absent toenail,Absent toenail
http://purl.obolibrary.org/obo/HP_0010535,Sleep apnea,Pauses in breathing while sleeping
http://purl.obolibrary.org/obo/HP_0000104,Renal agenesis,Missing kidney
http://purl.obolibrary.org/obo/HP_0500134,Hypertryptophanemia,Increased tryptophan in blood
http://purl.obolibrary.org/obo/HP_0010172,Triangular epiphyses of the toes,Triangular end part of the toe bones
http://purl.obolibrary.org/obo/HP_0100363,Aplasia of the phalanges of the 4th toe,Absent bones of the 4th toe
http://purl.obolibrary.org/obo/HP_0001302,Pachygyria,Fewer and broader ridges in brain
http://purl.obolibrary.org/obo/HP_0007656,Lacrimal gland aplasia,Absent tear gland
http://purl.obolibrary.org/obo/HP_0001421,Abnormality of the musculature of the hand,Abnormal hand muscles
http://purl.obolibrary.org/obo/HP_0009944,Partial duplication of thumb phalanx,Partial duplication of the thumb bones
http://purl.obolibrary.org/obo/HP_0030028,Absent nasal cartilage,Absent cartilage of nose
http://purl.obolibrary.org/obo/HP_0002166,Impaired vibration sensation in the lower limbs,Impaired vibration sensation in the lower limbs
http://purl.obolibrary.org/obo/HP_0004322,Short stature,Short stature
http://purl.obolibrary.org/obo/HP_0009376,Aplasia/Hypoplasia of the phalanges of the 5th finger,Absent/underdeveloped pinky finger bones
http://purl.obolibrary.org/obo/HP_0003172,Abnormality of the pubic bone,Abnormality of the pubic bones
http://purl.obolibrary.org/obo/HP_0030212,Collectionism,Compulsive hoarding
http://purl.obolibrary.org/obo/HP_0010404,Aplasia/Hypoplasia of the middle phalanx of the 2nd toe,Absent/small middle bone of 2nd toe
http://purl.obolibrary.org/obo/HP_0009536,Short 2nd finger,Short index finger
http://purl.obolibrary.org/obo/HP_0010049,Short metacarpal,Shortened long bone of hand
http://purl.obolibrary.org/obo/HP_0005995,Decreased adipose tissue around neck,Loss of fat around neck
http://purl.obolibrary.org/obo/HP_0007835,S-shaped palpebral fissures,S-shaped eyes
http://purl.obolibrary.org/obo/HP_0001176,Large hands,large hand
http://purl.obolibrary.org/obo/HP_0001324,Muscle weakness,Muscular weakness
http://purl.obolibrary.org/obo/HP_0000444,Convex nasal ridge,Hooked nose
http://purl.obolibrary.org/obo/HP_0009576,Absent middle phalanx of 2nd finger,Absent middle bone of index finger
http://purl.obolibrary.org/obo/HP_0025259,Stiff elbow,Stiff elbow
http://purl.obolibrary.org/obo/HP_0100430,Broad proximal phalanx of the 5th toe,Broad innermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0000637,Long palpebral fissure,Long opening between the eyelids
http://purl.obolibrary.org/obo/HP_0100054,Triangular epiphyses of the 2nd toe,Triangular end part of the 2nd toe bone
http://purl.obolibrary.org/obo/HP_0010354,Triangular shaped phalanges of the 2nd toe,Triangular shaped bone of 2nd toe
http://purl.obolibrary.org/obo/HP_0002996,Limited elbow movement,Decreased elbow mobility
http://purl.obolibrary.org/obo/HP_0045006,Aplasia of lymphatic vessels,Absent lymphatic vessels
http://purl.obolibrary.org/obo/HP_0003634,Amyoplasia,Absent muscles since birth
http://purl.obolibrary.org/obo/HP_0010100,Complete duplication of hallux phalanx,Complete duplication of big toe bones
http://purl.obolibrary.org/obo/HP_0001374,Congenital hip dislocation,Dislocated hip since birth
http://purl.obolibrary.org/obo/HP_0001510,Growth delay,Retarded growth
http://purl.obolibrary.org/obo/HP_0007616,Nevus flammeus nuchae,Stork bite
http://purl.obolibrary.org/obo/HP_0009804,Reduced number of teeth,Reduced number of teeth
http://purl.obolibrary.org/obo/HP_0006304,Widely-spaced incisors,Gap between front teeth
http://purl.obolibrary.org/obo/HP_0000020,Urinary incontinence,Loss of bladder control
http://purl.obolibrary.org/obo/HP_0003127,Hypocalciuria,Low urine calcium levels
http://purl.obolibrary.org/obo/HP_0009166,Fragmentation of the epiphysis of the distal phalanx of the 5th finger,Fragmentation of end part of the outermost bone of little finger
http://purl.obolibrary.org/obo/HP_0001288,Gait disturbance,Impaired gait
http://purl.obolibrary.org/obo/HP_0004219,Abnormality of the middle phalanx of the 5th finger,Abnormality of the middle bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0000773,Short ribs,Short ribs
http://purl.obolibrary.org/obo/HP_0000551,Color vision defect,Abnormality of color vision
http://purl.obolibrary.org/obo/HP_0002643,Neonatal respiratory distress,"Respiratory distress, neonatal"
http://purl.obolibrary.org/obo/HP_0000736,Short attention span,Short attention span
http://purl.obolibrary.org/obo/HP_0009177,Proximal/middle symphalangism of 5th finger,Fused innermost and middle bones of pinky finger
http://purl.obolibrary.org/obo/HP_0000706,Unerupted tooth,Failure of eruption of tooth
http://purl.obolibrary.org/obo/HP_0100215,Cone-shaped epiphysis of the middle phalanx of the 5th toe,Cone-shaped end part of the middle bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0004914,Recurrent infantile hypoglycemia,Recurrent low blood sugar in infant
http://purl.obolibrary.org/obo/HP_0008094,Widely spaced toes,Widely spaced toes
http://purl.obolibrary.org/obo/HP_0009240,Broad distal phalanx of the 5th finger,Broad outermost pinky finger bone
http://purl.obolibrary.org/obo/HP_0001163,Abnormality of the metacarpal bones,Abnormality of the long bone of hand
http://purl.obolibrary.org/obo/HP_0003879,Humeral pseudarthrosis,False joint (long bone in upper arm)
http://purl.obolibrary.org/obo/HP_0011824,Chin with H-shaped crease,"Chin, H-shaped groove"
http://purl.obolibrary.org/obo/HP_0001558,Decreased fetal movement,Less than 10 fetal movements in 12 hours
http://purl.obolibrary.org/obo/HP_0100441,Bullet-shaped distal phalanx of the 4th toe,Bullet-shaped outermost bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0012292,Fusion of gums,Upper and lower gums fused together
http://purl.obolibrary.org/obo/HP_0006487,Bowing of the long bones,Bowed long bones
http://purl.obolibrary.org/obo/HP_0009782,Aplasia/Hypoplasia of the biceps,Absent/underdeveloped biceps
http://purl.obolibrary.org/obo/HP_0006333,Crowded maxillary incisors,Crowded upper incisors
http://purl.obolibrary.org/obo/HP_0006336,Short dental roots,Decreased length of tooth roots
http://purl.obolibrary.org/obo/HP_0007906,Ocular hypertension,High eye pressure
http://purl.obolibrary.org/obo/HP_0025216,Triggered by heavy meal,Triggered by overeating
http://purl.obolibrary.org/obo/HP_0004688,Irregular tarsal bones,Abnormal shape of ankle bones
http://purl.obolibrary.org/obo/HP_0100938,Sclerosis of the middle phalanx of the 5th toe,Increased bone density in the middle bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0002910,Elevated hepatic transaminase,High liver enzymes
http://purl.obolibrary.org/obo/HP_0200105,Absent fifth toenail,Absent fifth toenail
http://purl.obolibrary.org/obo/HP_0009426,Distal/middle symphalangism of 3rd finger,Fused outermost and middle bones of middle finger
http://purl.obolibrary.org/obo/HP_0009918,Ectopia pupillae,Displaced pupil
http://purl.obolibrary.org/obo/HP_0003911,Flared humeral metaphysis,Flared wide portion of long bone of upper arm
http://purl.obolibrary.org/obo/HP_0100613,Death in early adulthood,Death in early adulthood
http://purl.obolibrary.org/obo/HP_0000895,Lateral clavicle hook,Hook-shaped collarbone
http://purl.obolibrary.org/obo/HP_0003002,Breast carcinoma,Breast cancer
http://purl.obolibrary.org/obo/HP_0007360,Aplasia/Hypoplasia of the cerebellum,Absent/small cerebellum
http://purl.obolibrary.org/obo/HP_0100232,Small epiphysis of the proximal phalanx of the 5th toe,Small end part of the innermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0000826,Precocious puberty,Early puberty
http://purl.obolibrary.org/obo/HP_0009726,Renal neoplasm,Renal tumors
http://purl.obolibrary.org/obo/HP_0003861,Broad diaphyses of the upper limbs,Broad shaft of long bone of the upper limbs
http://purl.obolibrary.org/obo/HP_0001268,Mental deterioration,Progressive cognitive decline
http://purl.obolibrary.org/obo/HP_0001188,Hand clenching,Clenched hands
http://purl.obolibrary.org/obo/HP_0004425,Flat forehead,Flattened forehead
http://purl.obolibrary.org/obo/HP_0012450,Chronic constipation,Infrequent bowel movements
http://purl.obolibrary.org/obo/HP_0002893,Pituitary adenoma,Noncancerous tumor in pituitary gland
http://purl.obolibrary.org/obo/HP_0002827,Hip dislocation,Dislocation of hip
http://purl.obolibrary.org/obo/HP_0100181,Bracket epiphysis of the middle phalanx of the 4th toe,Bracket shaped end part of the middle bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0008665,Clitoral hypertrophy,Enlarged clitoris
http://purl.obolibrary.org/obo/HP_0002795,Abnormal respiratory system physiology,Functional respiratory abnormality
http://purl.obolibrary.org/obo/HP_0030043,Hip subluxation,Partial hip dislocation
http://purl.obolibrary.org/obo/HP_0008392,Subungual hyperkeratosis,"Thickened, discolored skin under nail"
http://purl.obolibrary.org/obo/HP_0000475,Broad neck,Broad neck
http://purl.obolibrary.org/obo/HP_0000496,Abnormality of eye movement,Abnormal eye movement
http://purl.obolibrary.org/obo/HP_0003278,Square pelvis bone,Square pelvis bone
http://purl.obolibrary.org/obo/HP_0011006,Abnormal morphology of the musculature of the neck,Neck muscle issue
http://purl.obolibrary.org/obo/HP_0001250,Seizure,Seizures
http://purl.obolibrary.org/obo/HP_0009145,Abnormal cerebral artery morphology,Abnormality of the cerebral arteries
http://purl.obolibrary.org/obo/HP_0007083,Hyperactive patellar reflex,Overactive knee reflex
http://purl.obolibrary.org/obo/HP_0000492,Abnormal eyelid morphology,Abnormality of the eyelid
http://purl.obolibrary.org/obo/HP_0000232,Everted lower lip vermilion,Drooping lower lip
http://purl.obolibrary.org/obo/HP_0012537,Food intolerance,Food intolerance
http://purl.obolibrary.org/obo/HP_0005465,Facial hyperostosis,Excessive growth of facial skeleton
http://purl.obolibrary.org/obo/HP_0004502,Bilateral choanal atresia,Bilateral blockage of the rear opening of the nasal cavity
http://purl.obolibrary.org/obo/HP_0002355,Difficulty walking,Difficulty in walking
http://purl.obolibrary.org/obo/HP_0200097,Oral mucosal blisters,Oral mucosal blisters
http://purl.obolibrary.org/obo/HP_0009415,Irregular epiphyses of the 3rd finger,Irregular end part of middle finger bone
http://purl.obolibrary.org/obo/HP_0100112,Bracket epiphysis of the middle phalanx of the 2nd toe,Bracket shaped end part of the middle bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0010186,Broad distal phalanx of the toes,Wide outermost bone of the toe
http://purl.obolibrary.org/obo/HP_0002781,Upper airway obstruction,Upper airway obstruction
http://purl.obolibrary.org/obo/HP_0009352,Ivory epiphysis of the proximal phalanx of the 3rd finger,Increased bone density of end part of the innermost middle finger bone
http://purl.obolibrary.org/obo/HP_0011075,Green teeth,Green colored teeth
http://purl.obolibrary.org/obo/HP_0006596,Restricted chest movement,Restricted chest movement
http://purl.obolibrary.org/obo/HP_0000148,Vaginal atresia,Abnormally closed or absent vagina
http://purl.obolibrary.org/obo/HP_0002719,Recurrent infections,"infections, recurrent"
http://purl.obolibrary.org/obo/HP_0006713,Aplasia/Hypoplasia of the scapulae,Absent/small shoulder blade
http://purl.obolibrary.org/obo/HP_0006335,Persistence of primary teeth,Failure to lose baby teeth
http://purl.obolibrary.org/obo/HP_0002687,Abnormality of frontal sinus,Abnormality of the forehead sinus
http://purl.obolibrary.org/obo/HP_0012371,Hyperplasia of midface,Midfacial prominence
http://purl.obolibrary.org/obo/HP_0000377,Abnormality of the pinna,Auricular malformation
http://purl.obolibrary.org/obo/HP_0008009,Three rows of eyelashes,Three rows of eyelashes
http://purl.obolibrary.org/obo/HP_0001575,Mood changes,Moody
http://purl.obolibrary.org/obo/HP_0006349,Agenesis of permanent teeth,Failure of development of permanent teeth
http://purl.obolibrary.org/obo/HP_0000078,Abnormality of the genital system,Genital abnormalities
http://purl.obolibrary.org/obo/HP_0000421,Epistaxis,Nosebleed
http://purl.obolibrary.org/obo/HP_0008056,Aplasia/Hypoplasia affecting the eye,Absent/small eye
http://purl.obolibrary.org/obo/HP_0410329,Gluten allergy,Gluten allergy
http://purl.obolibrary.org/obo/HP_0040181,Chapped lip,Chapped lips
http://purl.obolibrary.org/obo/HP_0009246,Aplasia of the distal phalanx of the 5th finger,Absent outermost pinkie finger bone
http://purl.obolibrary.org/obo/HP_0009337,Cone-shaped epiphysis of the distal phalanx of the 3rd finger,Cone-shaped end part of the outermost bone of the middle finger
http://purl.obolibrary.org/obo/HP_0009238,Aplasia of the 5th finger,Absent little finger
http://purl.obolibrary.org/obo/HP_0009996,Partial duplication of the proximal phalanx of the 5th finger,Partial duplication of the innermost pinkie finger bone
http://purl.obolibrary.org/obo/HP_0000311,Round face,Round facial shape
http://purl.obolibrary.org/obo/HP_0030045,Serpentine fibula,S-shaped calf bone
http://purl.obolibrary.org/obo/HP_0001964,Aplasia/Hypoplasia of metatarsal bones,Absent/underdeveloped long bone of foot
http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy,Swollen lymph nodes
http://purl.obolibrary.org/obo/HP_0008163,Decreased circulating cortisol level,Low blood cortisol level
http://purl.obolibrary.org/obo/HP_0030258,Hyperpigmented genitalia,Increased genital pigmentation
http://purl.obolibrary.org/obo/HP_0004305,Involuntary movements,Involuntary movements
http://purl.obolibrary.org/obo/HP_0001598,Concave nail,Spoon-shaped nails
http://purl.obolibrary.org/obo/HP_0010384,Broad phalanges of the 5th toe,Broad bones of the pinkie toe
http://purl.obolibrary.org/obo/HP_0001822,Hallux valgus,Bunion
http://purl.obolibrary.org/obo/HP_0010059,Broad hallux phalanx,Wide bone of big toe
http://purl.obolibrary.org/obo/HP_0012851,Colonic stenosis,Narrowing of the colon
http://purl.obolibrary.org/obo/HP_0000161,Median cleft lip,Central cleft upper lip
http://purl.obolibrary.org/obo/HP_0007396,Early cutaneous photosensitivity,Sun sensitivity occurring early in life
http://purl.obolibrary.org/obo/HP_0009995,Partial duplication of the middle phalanx of the 5th finger,Partial duplication of the middle pinky finger bone
http://purl.obolibrary.org/obo/HP_0100788,Fused lips,Adhesion of upper and lower lips
http://purl.obolibrary.org/obo/HP_0010806,U-Shaped upper lip vermilion,"Wide, carp-shaped mouth"
http://purl.obolibrary.org/obo/HP_0003065,Patellar hypoplasia,Underdeveloped kneecap
http://purl.obolibrary.org/obo/HP_0010271,Enlarged epiphyses of the proximal phalanges of the hand,Enlarged end part of the innermost hand bones
http://purl.obolibrary.org/obo/HP_0100265,Synostosis of metacarpals/metatarsals,Fusion of long bones of hand/long bones of foot
http://purl.obolibrary.org/obo/HP_0004942,Aortic aneurysm,Bulge in wall of large artery that carries blood away from heart
http://purl.obolibrary.org/obo/HP_0200021,Down-sloping shoulders,Down-sloping shoulders
http://purl.obolibrary.org/obo/HP_0007596,Painful subcutaneous lipomas,Painful noncancerous fat tissue tumor under the skin
http://purl.obolibrary.org/obo/HP_0010390,Triangular shaped phalanges of the 5th toe,Triangular shaped pinky toe bone
http://purl.obolibrary.org/obo/HP_0000738,Hallucinations,Hallucinations
http://purl.obolibrary.org/obo/HP_0010437,Short proximal phalanx of the 2nd toe,Short innermost 2nd toe bone
http://purl.obolibrary.org/obo/HP_0007830,Adult-onset night blindness,Adult-onset night blindness
http://purl.obolibrary.org/obo/HP_0003470,Paralysis,Paralysis
http://purl.obolibrary.org/obo/HP_0012553,Hypoplastic thumbnail,Small thumbnail
http://purl.obolibrary.org/obo/HP_0009507,Irregular epiphysis of the distal phalanx of the 2nd finger,Irregular end part of the outermost bone of the index finger
http://purl.obolibrary.org/obo/HP_0012812,Fullness of paranasal tissue,Fullness of tissue around the nose
http://purl.obolibrary.org/obo/HP_0012735,Cough,Cough
http://purl.obolibrary.org/obo/HP_0009676,Bracket epiphysis of the distal phalanx of the thumb,Bracket shaped end part of thumb outermost long bone
http://purl.obolibrary.org/obo/HP_0100412,Complete duplication of the middle phalanx of the 5th toe,Complete duplication of the middle bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0100222,Stippling of the epiphysis of the middle phalanx of the 5th toe,Speckled calcifications in middle part of the innermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0009835,Aplasia/Hypoplasia of the distal phalanges of the hand,Absent/small outermost finger bone of the hand
http://purl.obolibrary.org/obo/HP_0005768,2-4 toe cutaneous syndactyly,"Webbed second, third and fourth toes"
http://purl.obolibrary.org/obo/HP_0100150,Fragmentation of the epiphysis of the middle phalanx of the 3rd toe,Fragmentation of the end part of the middle bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0000652,Lower eyelid coloboma,Notched lower eyelid
http://purl.obolibrary.org/obo/HP_0000520,Proptosis,Bulging eye
http://purl.obolibrary.org/obo/HP_0003950,Flared elbow metaphyses,Flared wide portion of elbow bone
http://purl.obolibrary.org/obo/HP_0410339,Insect bite allergy,Insect bite allergy
http://purl.obolibrary.org/obo/HP_0100132,Triangular epiphysis of the proximal phalanx of the 2nd toe,Triangular end part of the innermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0100211,Stippling of the epiphysis of the distal phalanx of the 5th toe,Speckled calcifications in the end part of the outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0010631,Abnormality of the epiphyses of the feet,Abnormality of the end part of the foot bone
http://purl.obolibrary.org/obo/HP_0000561,Absent eyelashes,Failure of development of eyelashes
http://purl.obolibrary.org/obo/HP_0010146,Small epiphysis of the distal phalanx of the hallux,Small end part of the outermost bone of the big toe
http://purl.obolibrary.org/obo/HP_0004396,Poor appetite,Poor appetite
http://purl.obolibrary.org/obo/HP_0002495,Impaired vibratory sensation,Decreased vibration sense
http://purl.obolibrary.org/obo/HP_0030423,Splenic cyst,Cyst on spleen
http://purl.obolibrary.org/obo/HP_0001308,Tongue fasciculations,Twitching of the tongue
http://purl.obolibrary.org/obo/HP_0100044,Absent epiphyses of the 2nd toe,Absent end part of the 2nd toe bone
http://purl.obolibrary.org/obo/HP_0000019,Urinary hesitancy,Difficulty with flow
http://purl.obolibrary.org/obo/HP_0009316,Abnormal 3rd finger phalanx morphology,Abnormality of the middle finger bones
http://purl.obolibrary.org/obo/HP_0030276,Small scrotum,Small scrotum
http://purl.obolibrary.org/obo/HP_0012801,Narrow jaw,Narrow lower face
http://purl.obolibrary.org/obo/HP_0011332,Hemifacial hypoplasia,Decreased size of half of the face
http://purl.obolibrary.org/obo/HP_0001321,Cerebellar hypoplasia,Small cerebellum
http://purl.obolibrary.org/obo/HP_0007770,Hypoplasia of the retina,Underdeveloped retina
http://purl.obolibrary.org/obo/HP_0100833,Neoplasm of the small intestine,Small intestine tumor
http://purl.obolibrary.org/obo/HP_0001284,Areflexia,Absent tendon reflexes
http://purl.obolibrary.org/obo/HP_0004660,Hypoplasia of facial musculature,Decreased size of facial muscles
http://purl.obolibrary.org/obo/HP_0011468,Facial tics,Mimic spasms
http://purl.obolibrary.org/obo/HP_0009909,Uplifted earlobe,Uplifted earlobe
http://purl.obolibrary.org/obo/HP_0100087,Triangular epiphyses of the 5th toe,Triangular end part of the little toe bone
http://purl.obolibrary.org/obo/HP_0002553,Highly arched eyebrow,High-arched eyebrows
http://purl.obolibrary.org/obo/HP_0009966,Complete duplication of the middle phalanx of the 3rd finger,Complete duplication of the middle bone of the middle finger
http://purl.obolibrary.org/obo/HP_0002037,Inflammation of the large intestine,Inflammation of the large intestine
http://purl.obolibrary.org/obo/HP_0010560,Undulate clavicles,Wavy collarbone
http://purl.obolibrary.org/obo/HP_0100650,Vaginal neoplasm,Vaginal tumor
http://purl.obolibrary.org/obo/HP_0100097,Abnormality of the epiphysis of the distal phalanx of the 5th toe,Abnormality of the end part of the outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0002098,Respiratory distress,Difficulty breathing
http://purl.obolibrary.org/obo/HP_0004404,Abnormal nipple morphology,Abnormality of the nipple
http://purl.obolibrary.org/obo/HP_0010048,Aplasia of metacarpal bones,Absent long bone of hand
http://purl.obolibrary.org/obo/HP_0100418,Partial duplication of the distal phalanx of the 5th toe,Partial duplication of the outermost bone of the fifth toe
http://purl.obolibrary.org/obo/HP_0001386,Joint swelling,Joint swelling
http://purl.obolibrary.org/obo/HP_0000528,Anophthalmia,Absence of eyeballs
http://purl.obolibrary.org/obo/HP_0002329,Drowsiness,Drowsiness
http://purl.obolibrary.org/obo/HP_0006253,Swelling of proximal interphalangeal joints,Swelling of innermost hinge joints
http://purl.obolibrary.org/obo/HP_0012811,Wide nasal ridge,Increased width of nasal ridge
http://purl.obolibrary.org/obo/HP_0030900,Pruritus on foot,Itchy foot
http://purl.obolibrary.org/obo/HP_0000775,Abnormality of the diaphragm,Abnormality of the diaphragm
http://purl.obolibrary.org/obo/HP_0011122,Abnormality of skin physiology,Abnormality of skin physiology
http://purl.obolibrary.org/obo/HP_0100639,Erectile dysfunction,Erectile abnormalities
http://purl.obolibrary.org/obo/HP_0005978,Type II diabetes mellitus,Type II diabetes
http://purl.obolibrary.org/obo/HP_0000799,Renal steatosis,Fatty kidney
http://purl.obolibrary.org/obo/HP_0009821,Forearm undergrowth,Short forearm bones
http://purl.obolibrary.org/obo/HP_0009391,Stippling of the epiphyses of the 5th finger,Speckled calcifications in end part of pinkie finger bone
http://purl.obolibrary.org/obo/HP_0000104,Renal agenesis,Absent kidney
http://purl.obolibrary.org/obo/HP_0011331,Hemifacial atrophy,Atrophy of half of face
http://purl.obolibrary.org/obo/HP_0025004,Hallux rigidus,Arthritis of the big toe
http://purl.obolibrary.org/obo/HP_0008967,Exercise-induced muscle stiffness,Muscle stiffness with exercise
http://purl.obolibrary.org/obo/HP_0005280,Depressed nasal bridge,"Flat, nasal bridge"
http://purl.obolibrary.org/obo/HP_0009382,Absent epiphyses of the 5th finger,Absent end part of little finger bone
http://purl.obolibrary.org/obo/HP_0100154,Small epiphysis of the middle phalanx of the 3rd toe,Small end part of the middle bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0010590,Abnormality of the distal femoral epiphysis,Abnormality of the end part of the outermost thighbone
http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla,Small maxilla
http://purl.obolibrary.org/obo/HP_0006344,Abnormality of primary molar morphology,Abnormality of shape of baby molar
http://purl.obolibrary.org/obo/HP_0012288,Neoplasm of head and neck,Head and neck tumor
http://purl.obolibrary.org/obo/HP_0002694,Sclerosis of skull base,Dense bone of skull base
http://purl.obolibrary.org/obo/HP_0002227,White eyelashes,Pale eyelashes
http://purl.obolibrary.org/obo/HP_0005989,Redundant neck skin,Redundant skin over the neck
http://purl.obolibrary.org/obo/HP_0002719,Recurrent infections,"Frequent, severe infections"
http://purl.obolibrary.org/obo/HP_0012809,Narrow nasal base,Narrow nasal base
http://purl.obolibrary.org/obo/HP_0410281,Dyspepsia,Indigestion
http://purl.obolibrary.org/obo/HP_0002813,Abnormality of limb bone morphology,Abnormal shape of limb bone
http://purl.obolibrary.org/obo/HP_0500161,Increased level of carnosine in blood,Increased blood carnosine concenrtation
http://purl.obolibrary.org/obo/HP_0001955,Unexplained fevers,Unexplained fevers
http://purl.obolibrary.org/obo/HP_0006313,Widely spaced primary teeth,Widely spaced baby teeth
http://purl.obolibrary.org/obo/HP_0001249,Intellectual disability,"Mental retardation, nonspecific"
http://purl.obolibrary.org/obo/HP_0009209,Ivory epiphysis of the middle phalanx of the 5th finger,Increased bone density of end part of the middle bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0004408,Abnormality of the sense of smell,Abnormality of the sense of smell
http://purl.obolibrary.org/obo/HP_0003935,Wide humeral diaphysis,Wide shaft of long bone in upper arm
http://purl.obolibrary.org/obo/HP_0100110,Triangular epiphysis of the distal phalanx of the 2nd toe,Triangular end part of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0011831,Deviated nasal tip,Deviated nasal tip
http://purl.obolibrary.org/obo/HP_0008388,Abnormal toenail morphology,Abnormality of the toenails
http://purl.obolibrary.org/obo/HP_0000858,Irregular menstruation,Menstrual irregularity
http://purl.obolibrary.org/obo/HP_0000002,Abnormality of body height,Abnormality of body height
http://purl.obolibrary.org/obo/HP_0010063,Patchy sclerosis of hallux phalanx,Uneven increase in bone density in big toe bone
http://purl.obolibrary.org/obo/HP_0012637,Renal calcium wasting,Kidney Ca wasting
http://purl.obolibrary.org/obo/HP_0010332,Deviation of the 3rd toe,Displacement of the 3rd toe
http://purl.obolibrary.org/obo/HP_0009300,Aplasia/Hypoplasia of the proximal phalanx of the 4th finger,Absent/small innermost ring finger bone
http://purl.obolibrary.org/obo/HP_0003066,Limited knee extension,Limited knee extension
http://purl.obolibrary.org/obo/HP_0010592,Abnormality of the distal tibial epiphysis,Abnormality of the end part of outermost shinbone
http://purl.obolibrary.org/obo/HP_0002797,Osteolysis,Breakdown of bone
http://purl.obolibrary.org/obo/HP_0009835,Aplasia/Hypoplasia of the distal phalanges of the hand,Absent/underdeveloped outermost finger bone of the hand
http://purl.obolibrary.org/obo/HP_0005924,Abnormality of the epiphyses of the hand,Abnormality of the end part of the hand bone
http://purl.obolibrary.org/obo/HP_0010173,Aplasia/Hypoplasia of the phalanges of the toes,Absent/underdeveloped toe bones
http://purl.obolibrary.org/obo/HP_0009916,Anisocoria,Unequal pupil size
http://purl.obolibrary.org/obo/HP_0008436,Absent/hypoplastic coccyx,Absent/small tailbone
http://purl.obolibrary.org/obo/HP_0000813,Bicornuate uterus,Heart-shaped uterus
http://purl.obolibrary.org/obo/HP_0030145,Lack of bowel sounds,Lack of bowel sounds
http://purl.obolibrary.org/obo/HP_0000925,Abnormality of the vertebral column,Abnormality of the vertebral column
http://purl.obolibrary.org/obo/HP_0007517,Palmoplantar cutis laxa,Excessive wrinkled skin of palms and soles
http://purl.obolibrary.org/obo/HP_0001821,Broad nail,Broad nail
http://purl.obolibrary.org/obo/HP_0000012,Urinary urgency,Overactive bladder
http://purl.obolibrary.org/obo/HP_0002914,Hyperchloriduria,Increased urinary chloride
http://purl.obolibrary.org/obo/HP_0100599,Bifid penis,Penile duplication
http://purl.obolibrary.org/obo/HP_0000434,Nasal mucosa telangiectasia,Spider veins of nasal mucous membrane
http://purl.obolibrary.org/obo/HP_0002896,Neoplasm of the liver,Liver cancer
