## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01

id_signe_43490	HP:0002167		Elocution disorders/dysarthria/dysphonia	Neurological speech impairment	"skoehler, sdoelken"	# mapped to parent term


id_signe_35090	HP:0001677		Angor pectoris/myocardial infarction	Coronary artery disease	"skoehler, sdoelken"	# mapped to parent term; we also have: HP:0001658	Myocardial infarction and HP:0001681	Angina pectoris 


id_signe_23740			Pedunculated skin lesions		sdoelken	probinson?


id_signe_32160	HP:0001600		Larynx/laryngeal stenosis/atresia	Abnormality of the larynx	sdoelken	# mapped to parent term


id_signe_47000	HP:0002715		Anomalies of the immunitary system	Abnormality of the immune system	sdoelken	# good mapping


id_signe_26040	HP:0000600		Anomaly of the pharynx/pharyngeal anomaly	Abnormality of the pharynx	sdoelken	# good mapping


id_signe_16720	HP:0005107		Sacrum/sacral duplication	Abnormality of the sacrum	"skoehler, sdoelken"	# good mapping


id_signe_16030	HP:0100795		Straight spine	Abnormal straight spine	sdoelken	# good mapping (created new HP term)


id_signe_53400	HP:0100555		Asymmetry of the body/hemiatrophy/hemihyperthrophy	Asymmetric growth	sdoelken	# good mapping


id_signe_27540	HP:0002579		Functional colopathy/irritable bowel syndrome	Gastrointestinal dysmotility	sdoelken	probinson?


id_signe_23530	HP:0007440		Diffuse/generalised skin hyperpigmentation/melanoderma	Generalized hyperpigmentation	"skoehler, sdoelken"	# good mapping


id_signe_39360	HP:0000035		Testis anomalies	Abnormality of the testis	"skoehler, sdoelken"	# good mapping


id_signe_20100	HP:0004279		Small hand/acromicria	Hypoplastic hand	sdoelken	# good enough


id_signe_35690	HP:0002633		Vascularitis/vasculitides/arteritis	Vasculitis	sdoelken	# good enough


id_signe_4260			Iris melanosis/ocular melanosis		sdoelken	?


id_signe_5390	HP:0000648		Optic nerve anomaly/optic atrophy/anomaly of the papilla	Optic atrophy	skoehler


id_signe_32840	HP:0100722		Mediastinal anomalies	Abnormality of the mediastinum	sdoelken	# good mapping


id_signe_55540			Antenatal exposure : alcohol		sdoelken	probinson


id_signe_2000	HP:0000929		Skull/cranial anomalies	Abnormality of the skull	sdoelken	# good mapping


id_signe_54490	HP:0100772		Hot flushes/sensation of cold	Abnormality of temperature sensation	sdoelken	# good enough


id_signe_39220	HP:0000036		Penis anomalies	Abnormality of the penis	"skoehler, sdoelken"	# good mapping


id_signe_5780	HP:0000649		Abnormal VEP/Visual evoked potential	Abnormality of vision evoked potentials	"skoehler, sdoelken"	# good mapping


id_signe_29540	HP:0001397		Liver/hepatic steatosis	Hepatic steatosis	"skoehler, sdoelken"	# good mapping


id_signe_23730	HP:0000951		Subcutaneous nodules/lipomas/tumefaction/swelling	Abnormality of the skin	"skoehler, sdoelken"	"  HP:0001031	Subcutaneous lipomas
  HP:0001482	subcutaneous nodules"


id_signe_45180	HP:0100240		Synostosis	Synostosis of joints	sdoelken	# good enough


id_signe_43180			Sphincter dysfunction		sdoelken	which sphincter???


id_signe_55740			Conjoined twinning		sdoelken	probinson


id_signe_53600	HP:0001522		Death in infancy	Death in infancy	sdoelken	# good mapping


id_signe_8450	HP:0000463		Anteverted nares/nostrils	"Nares, anteverted"	"skoehler, sdoelken"	# good mapping


id_signe_15480	HP:0000771		Gynecomastia/breast/mammary gland enlargement/hyperplasia	Gynecomastia	sdoelken	"this is solely a ""Male breast abnormality"" in HPO"


id_signe_5360	HP:0001103		Macular dystrophy/absence/hypoplasia of the macula	Abnormality of the macula	"skoehler, sdoelken"	# mapped to parent term; HPO has: HP:0007754	Macular dystrophy HP:0001104	Macular hypoplasia HP:0008059	Aplasia/Hypoplasia of the macula


id_signe_46320	HP:0100773		Cartilage destruction/chondrolysis	Cartilage destruction	"skoehler, sdoelken"	"# good mapping, created new HPO term"


id_signe_20320	HP:0100746		Macrodactyly/fingers hypertrophy/megalodactyly (hand)	Macrodactyly (hands)	sdoelken	"# good mapping, created new HPO term"


id_signe_44450	HP:0003011		Abnormal muscle biopsy/muscle enzymes/CPK/LDH/aldolase/creatin phosphokinase	Abnormality of musculature	sdoelken	mapped to parent term


id_signe_45150	HP:0100774		Hyperostosis	Hyperostosis	sdoelken	"# good mapping, created new HPO term"


id_signe_35270	HP:0001063		Acrocyanosis/Raynaud's phenomenon/vasomotor disorders	Acrocyanosis	"skoehler, sdoelken"	 at the moment good enough


id_signe_42300	HP:0100775		Dural ectasia/	Dural ectasia	sdoelken	"# good mapping, created new HPO term"


id_signe_38760	HP:0003110		Abnormal odour of the urine	Abnormality of urine homeostasis	sdoelken	# good enough


id_signe_43190			Motor deficit/trouble		sdoelken	"does this mean motor coordination, muscle weakness or motor delayed development?"


id_signe_26060	HP:0100776		Pharyngitis	"Pharyngitis, recurrent"	sdoelken
						# good enough

id_signe_45570	HP:0010885		Osteochondritis/ostechondrosis	Aseptic necrosis	sdoelken	# good mapping


id_signe_55520			Antenatal exposure : hormones		sdoelken	probinson


id_signe_45300	HP:0100777		Exostoses	Exostoses	sdoelken	# good mapping


id_signe_16000			"Anomalies of spine, vertebrae and pelvis"		sdoelken	pelvis is not even axial sceleton so this is really hard


id_signe_4240	HP:0001107		Iris albinism/ocular albinism	Ocular albinism	"skoehler, sdoelken"	# good mapping


id_signe_23550	HP:0000995		Pigmented naevi/naevus pigmentosus/lentigo	Pigmented nevi 	"skoehler, sdoelken"	# good mapping


id_signe_39380	HP:0000028		Undescended/ectopic testes/cryptorchidia/unfixed testes	Cryptorchidism	sdoelken	# good enough


id_signe_26700			Short colon		sdoelken	due to operation?


id_signe_8840			Nasal chondritis/nose chondritis		sdoelken	probinson?


id_signe_20120	HP:0001166		Long hand/arachnodactyly	Arachnodactyly	"skoehler, sdoelken"	# good enough


id_signe_15160	HP:0000774		Narrow rib cage/thorax	Narrow chest	"skoehler, sdoelken"	# good enough


id_signe_47800	HP:0100778		Cryoglobulinemia	Cryoglobulinemia	sdoelken	"# good mapping, created new HPO term"


id_signe_39200	HP:0100779		Urogenital sinus	Urogenital sinus anomaly 	sdoelken	? correct ?


id_signe_37720	HP:0010935		Megaureter/hydronephrosis/pyeloureteral junction syndrome	Abnormality of the upper urinary tract	sdoelken	mapped to parent term


id_signe_49520	HP:0010932		Purine and pyrimidine metabolism anomalies	Abnormality of nucleobase metabolism	"skoehler, sdoelken"	"# includes both   HP:0004353	Abnormality of pyrimidine metabolism
  HP:0004352	Abnormality of purine metabolism"


id_signe_55720			Dizygotic twinning		sdoelken	probinson?


id_signe_30000	HP:0001732		Structural anomalies of the pancreas	Abnormality of the pancreas	skoehler	good enough for now


id_signe_23750	HP:0100780		Follicular/conjunctival hamartomas	Conjunctival hamartomas	sdoelken	# good enough


id_signe_16750	HP:0100781		Sacroiliac joints anomalies	Abnormality of the sacroiliac joint	sdoelken	"# good mapping, created new HPO term"


id_signe_23500	HP:0001000		Abnormal pigmentary skin changes/skin pigmentation anomalies	Abnormality of skin pigmentation	"skoehler, sdoelken"	# good enough


id_signe_47240	HP:0004430		Severe combined immune deficiency syndrome/SCID	Severe combined immunodeficiency	"skoehler, sdoelken"	# good mapping


id_signe_26280	HP:0005207		Megalogastria	Gastric hypertrophy	sdoelken	?


id_signe_8810	HP:0004408		Anosmia/cacosmia/hypogeusia/hyposmia/olfactory bulb hypoplasia	Abnormality of the sense of smell	sdoelken	# good mapping; has both children


id_signe_45720	HP:0000944		Metaphyseal anomaly	Abnormality of the metaphyses	sdoelken	# good mapping


id_signe_26080	HP:0100765		Tonsil anomaly/hypertrophy/adenoiditis	Abnormality of the tonsils	sdoelken	# good enough


id_signe_8420	HP:0100782		Narrow nasal root	Narrow nasal root	sdoelken	# good mapping


id_signe_46760			Sprain/twisted joint		sdoelken	probinson?


id_signe_21400	HP:0002815		Knee anomalies (excluding patella)	Abnormality of the knees	sdoelken	this includes patella but that cannot be helped


id_signe_27570	HP:0002037		Inflammatory intestinal disease	Inflammatory bowel disease	sdoelken	is this meant?


id_signe_45510			Fibromatosis/bone fibroma		sdoelken	probinson?


id_signe_43450	HP:0004372		Somnolence/hypersomnia/parasomnia	Reduced consciousness/confusion	"skoehler, sdoelken"	better to use the more common parent term here 


id_signe_20540	HP:0001171		Oligodactyly/ectrodactyly of fingers	Ectrodactyly (hands)	sdoelken	oligo or ectrodactyly?


id_signe_20140	HP:0001171		Trident hand/split hand/abnormal median ray	Ectrodactyly (hands)	sdoelken	# good enough


id_signe_15440	HP:0100783		Breast tissue/mammary gland absence/aplasia	Breast aplasia	sdoelken	"# good mapping, created new HPO term"


id_signe_8690	HP:0004411		Nasal septum deviation	Deviated nasal septum	"skoehler, sdoelken"	# good mapping


id_signe_25750			Punctate nails		sdoelken	?


id_signe_55500			Antenatal exposure : insuline		sdoelken	probinson


id_signe_34700	HP:0100784		Peripheral arteriovenous fistula	Peripheral arteriovenous fistula	sdoelken	"# good mapping, created new HPO term"


id_signe_4020	HP:0008056		Anophthalmos/anophthalmia/microphthalmos/microphthalmia	Aplasia/Hypoplasia affecting the eye	sdoelken	# good mapping; has both children


id_signe_49500			Lipidosis/sulfatidosis		sdoelken	probinson?


id_signe_12050	HP:0006482		Tooth shape anomaly	Abnormality of dental morphology	sdoelken	# good mapping


id_signe_21680	HP:0001883		Talipes-valgus	Talipes	sdoelken	we have both Talipes equinovalgus; Talipes calcaneovalgus 


id_signe_35450	HP:0004418		Venous thrombosis/phlebitis/thrombophlebitis	Thrombophlebitis	"skoehler, sdoelken"	# good enough


id_signe_43460	HP:0100785		Insomnia	Insomnia	sdoelken	"# good mapping, created new HPO term"


id_signe_42330	HP:0001360		Holoprosencephaly/arhinencephaly/unique lateral ventricle	Holoprosencephaly	"skoehler, sdoelken"	# good enough


id_signe_35060	HP:0001665		Cardiac conduction defect/sinoauricular/heart/auriculoventricular/branch block	Abnormality of cardiac conduction	"skoehler, sdoelken"	# good enough


id_signe_35030	HP:0001665		Cardiac rhythm disorder/arrhythmia	Abnormality of cardiac conduction	sdoelken	# good enough


id_signe_50000	HP:0002664		Neoplasms/tumors	Neoplasia	sdoelken	# good mapping


id_signe_8180	HP:0000457		Flattened nose	Flat nose	sdoelken	# good mapping


id_signe_46360	HP:0001382		Hyperextensible joints/articular hyperlaxity	Joint hypermobility	sdoelken	# good mapping


id_signe_45330	HP:0005701		Enchondroses	Multiple enchondromatosis	sdoelken	# good enough


id_signe_23520	HP:0001053		Irregular/patchy skin hypopigmentation	Hypopigmented skin patches	sdoelken	# good mapping


id_signe_28110	HP:0005264		Gallbladder/common bile duct anomalies	Abnormality of the gallbladder	"skoehler, sdoelken"	# good enough


id_signe_38720	HP:0003110		Abnormal colour of the urine/cholic/dark urines	Abnormality of urine homeostasis	sdoelken	mapped to parent term


id_signe_43470	HP:0004372		Obnubilation/coma/lethargia/desorientation	Reduced consciousness/confusion	sdoelken	# good enough


id_signe_9680	HP:0100788		Fusionned lips	Fused lips	sdoelken	"# good mapping, created new HPO term"


id_signe_23510	HP:0007513		Diffuse/generalised skin hypopigmentation/cutaneous albinism	Generalized hypopigmentation	"skoehler, sdoelken"	# good enough


id_signe_38320	HP:0000787		Urinary/renal lithiasis/kidney stones/nephritic colic	Kidney stones	sdoelken	# good enough


id_signe_4200	HP:0001100		Heterochromia/mixed colouring of iris	Heterochromia iridis	sdoelken	# good mapping


id_signe_20160			Claw hand/retracted fingers		sdoelken	retracted???


id_signe_45120	HP:0011001		Osteosclerosis/osteopetrosis/bone condensation	Increased bone mineral density	"skoehler, sdoelken"	# good enough


id_signe_27060	HP:0003781		Hypersialorrhea	Excessive salivation	sdoelken	# good mapping


id_signe_50010			Head and neck neoplasm/tumor/carcinoma/cancer		sdoelken	probinson?


id_signe_38120	HP:0000091		Renal tubular defect/tubulopathy	Abnormality of the renal tubule	sdoelken	# good enough


id_signe_37280	HP:0000107		Renal cyst (single)	Renal cysts	sdoelken	this has to be good enough


id_signe_18080	HP:0002983		Short limbs/micromelia/brachymelia	Micromelia	sdoelken	# good mapping


id_signe_34720	HP:0005344		Carotid artery anomalies	Abnormality of the carotid arteries	sdoelken	# good mapping


id_signe_11450	HP:0100789		Palate exostoses/torus palatinus	Torus palatinus	sdoelken	"# good mapping, created new HPO term"


id_signe_45930			Enlarged diaphysis/diaphyses		sdoelken	as in thickening ? long or broad???


id_signe_50400	HP:0010784		Uterus/uterine/cervix/endometrium neoplasm/tumor/carcinoma/cancer	Uterine neoplasm	sdoelken	# good mapping


id_signe_17550	HP:0100790		Herniae	Herniae	sdoelken	"# good mapping, created new HPO term"


id_signe_45540	HP:0100696		Bone cyst	Bone cysts	sdoelken	# good mapping


id_signe_34180	HP:0001641		Pulmonary valve atresia/stenosis/narrowing	Abnormality of the pulmonary valve	"skoehler, sdoelken"	# good enough


id_signe_4000	HP:0000478		Anomalies of eyes and vision	Abnormality of the eye	"skoehler, sdoelken"	# good enough


id_signe_37480	HP:0000069		Ureterocele/cystic dilation/dilatation of the ureter/ureterovasical stenosis	Abnormality of the ureter	sdoelken	# good enough


id_signe_43480	HP:0002167		Speech troubles/aphasia/dysphasia/echolalia/mutism/logorrhea/dysprosodia	Neurological speech impairment	"skoehler, sdoelken"	"# mapped to parent term;  HP:0002357	Dysphasia
  HP:0010529	Echolalia
  HP:0002167	Neurological speech impairment
  HP:0002381	Aphasia"


id_signe_7550			Lagophthalmia/partial palpebral occlusion		sdoelken	probinson?


id_signe_9040	HP:0000154		Macrostomia/big mouth	Wide mouth	sdoelken	# good mapping


id_signe_27360	HP:0002024		Malabsorption/chronic diarrhea/steatorrhea	Malabsorption	skoehler	this does not include diarrhea as this is not necessarily a malabsorption


id_signe_48200	HP:0100791		Hypersideremic anemia	Hypersideremic anemia	sdoelken	"# good mapping, created new HPO term"


id_signe_40540			Dyspareunia/coital pain/vaginal dryness


id_signe_43380	HP:0100021		Acute palsy	Cerebral paralysis	sdoelken	this has to be good enough


id_signe_39400	HP:0000035		Small/atrophic/hypoplastic testes/monorchidia/macrorchidia	Abnormality of the testis	sdoelken	this has to be good enough


id_signe_22620	HP:0001852		Wide space between 1st-2nd toes	Gap between first and second toes	"skoehler, sdoelken"	# good mapping


id_signe_19360	HP:0009813		Upper limb transverse anomaly (excluding hand)	Phocomelia involving the upper limbs	sdoelken	# good mapping


id_signe_13700	HP:0000365		Central deafness/hearing loss	Hearing impairment	sdoelken	# good enough


id_signe_14750	HP:0009795		Branchial fistulae of the neck	Branchial fistula	"skoehler, sdoelken"	# good mapping


id_signe_45360	HP:0002750		Delayed bone age	Delayed skeletal maturation	sdoelken	# good mapping


id_signe_43100	HP:0002076		Facial pain/cephalalgia/migraine	Migraine	"skoehler, sdoelken"	# good enough


id_signe_20180	HP:0001163		Metacarpal anomalies/Archibald's sign	Abnormality of the metacarpal bones	"skoehler, sdoelken"	# good enough


id_signe_50780	HP:0002861		Melanoma	Malignant melanoma	sdoelken	# good mapping


id_signe_39180	HP:0000147		Abnormal/polycystic ovaries	polycystic ovaries	"skoehler, sdoelken"	# good mapping


id_signe_26760	HP:0011024		Anus/rectum anomalies	Abnormality of the gastrointestinal tract	"skoehler, sdoelken"	"we have both   HP:0002034	Abnormality of the rectum
  HP:0004378	Abnormality of the anus"


id_signe_53550	HP:0003827		Stillbirth/neonatal death	Death in neonatal period or infancy	"skoehler, sdoelken"	we have both Stillbirth and neonatal death but unfortunately they are not that closely related ... this now does not inlcude stillbirth


id_signe_48320	HP:0001877		Red cell structure/shape anomalies	Abnormality of erythrocytes	"skoehler, sdoelken"	# good mapping


id_signe_30110	HP:0100800		Congenital absence/agenesis/aplasia/hypoplasia of the pancreas	`Aplasia` (MPATH:58)	sdoelken	"# good mapping, created new HPO term"


id_signe_53850	HP:0003782		Eunochoid morphotype	Eunuchoid habitus	sdoelken	# good mapping


id_signe_10770	HP:0000212		Thickened/hypertrophic/fibromatous gingivae	Gingival overgrowth	sdoelken	we also have Gingival fibromatosis but I think this is more appropriate than just choosing the general parent term of both


id_signe_22000	HP:0001760		Foot anomalies	Abnormality of the feet	"skoehler, sdoelken"	# good mapping


id_signe_43370	HP:0004374		Hemiplegia/diplegia/hemiparesia/limb palsy	Hemiplegia/hemiparesis	"skoehler, sdoelken"	# good mapping


id_signe_35420	HP:0004936		Venous stenosis	Venous thrombosis	sdoelken	stenosis does not necessarily mean thrombosis but otherwise we have to go to Venous abnormalities which is rather to general I think


id_signe_15800	HP:0000772		Rib structure anomalies	Abnormality of the ribs	"skoehler, sdoelken"	# good enough


id_signe_9440	HP:0100267		Lip pits/fistulae	Lip pits	"skoehler, sdoelken"	# good enough


id_signe_26360	HP:0100802		Gastric ectopia/malposition	Malposition of the stomach	sdoelken	"# good mapping, created new HPO term"


id_signe_3700	HP:0010751		Grooved/dimple chin	Chin dimple	"skoehler, sdoelken"	# good mapping


id_signe_9240	HP:0000232		Everted lower lip	Everted lower lip vermilion	"skoehler, sdoelken"	# good mapping


id_signe_12850	HP:0100612		Dental cysts/tumors	Odontogenic neoplasm	sdoelken	# good mapping


id_signe_53350	HP:0004322		Short stature/dwarfism/nanism	Short stature	"skoehler, sdoelken"	# good mapping


id_signe_50790	HP:0008069		Skin/cutaneous neoplasm/tumor/carcinoma/cancer (excluding melanoma)	Neoplasm of the skin	sdoelken	# good mapping


id_signe_15000	HP:0000765		Anomalies of chest/thorax/trunk	Abnormality of the thorax	"skoehler, sdoelken"	# good mapping


id_signe_29480	HP:0002240		Hepatomegaly/liver enlargement (excluding storage disease)	Hepatomegaly	"skoehler, sdoelken"	# good mapping (not excluding XYZ)


id_signe_2480	HP:0004331		Poorly ossified skull/calvarium	Decreased skull ossification	"skoehler, sdoelken"	# good mapping


id_signe_25250	HP:0100804		Ungual/paraungual fibromas (fingernails)	Periungual fibroma	sdoelken	# good mapping


id_signe_26500	HP:0100016		Mesenterium anomaly/common mesentery/mesenteric adhesion	Abnormality of the mesentery	"skoehler, sdoelken"	# good enough


id_signe_39420	HP:0000053		Macroorchidism/macrotestes	Macroorchidism	"skoehler, sdoelken"	# good mapping


id_signe_41810	HP:0000869		Precocious menopause/secondary amenorrhea	Secondary amenorrhea	"skoehler, sdoelken"	# good mapping


id_signe_2200	HP:0000268		Dolichocephaly/scaphocephaly	Dolichocephaly	"skoehler, sdoelken"	# good mapping


id_signe_43120	HP:0002516		Cranial hypertension	Increased intracranial pressure	sdoelken	I presume this is meant?


id_signe_13720	HP:0000388		Chronic/relapsing otitis	Otitis media	skoehler	# mapped to parent term


id_signe_5960	HP:0000657		Oculomotor apraxia/dyspraxia	Oculomotor apraxia	"skoehler, sdoelken"	# good mapping


id_signe_54700	HP:0100806		Sepsis severe/septicemia	Sepsis	sdoelken	"# good mapping, created new HPO term"


id_signe_39160	HP:0000142		Vagina anomalies/atresia/hydrometrocolpos/hymen imperforation	Abnormality of the vagina	sdoelken	# good mapping


id_signe_26780	HP:0100589		Imperforate anus/rectum atresia/agenesis/recto-vaginal/vesical/perineal fistula	Urogenital fistula	sdoelken	this does not include Anal atresia!!!


id_signe_15200	HP:0010306		Short rib cage/thorax	Short thorax	"skoehler, sdoelken"	# good mapping


id_signe_38040	HP:0000112		Renal disease/nephropathy	Nephropathy	"skoehler, sdoelken"	# good mapping


id_signe_9760	HP:0000217		Mouth dryness/xerostomia	Xerostomia	"skoehler, sdoelken"	# good mapping


id_signe_48300	HP:0010702		Polyglobulia	Hypergammaglobulinemia	sdoelken	I'm not familiar with this term - (probably not used in german) - is this meant?


id_signe_22020	HP:0010511		Long foot/arachnodactyly of toes	Increased length of toes	"skoehler, sdoelken"	# good mapping


id_signe_2600	HP:0001362		Scalp/skull defect	Skull defect	skoehler	# good enough


id_signe_36000	HP:0100763		Anomalies of the lymphatic system	Abnormality of the lymphatic system	"skoehler, sdoelken"	# good mapping


id_signe_43390	HP:0001250		Seizures/epilepsy/absences/spasms/status epilepticus	Seizures	sdoelken	# good mapping


id_signe_26100	HP:0010286		Anomaly/ectopia/hypoplasia/atresia of salivary glands/salivary duct	Abnormality of the salivary glands	"skoehler, sdoelken"	# good mapping


id_signe_3180	HP:0000298		Expressionless face/amimia	Mask-like facies	sdoelken	# good mapping


id_signe_43110	HP:0002637		Transient cerebral ischemia/stroke	Cerebral ischemia	sdoelken	# good enough


id_signe_26380	HP:0100808		Gastric diverticulum	Gastric diverticulum	sdoelken	"# good mapping, created new HPO term"


id_signe_48500	HP:0004332		Lymphocytes anomalies	Abnormality of lymphocytes	"skoehler, sdoelken"	# good mapping


id_signe_30330	HP:0001737		Congenital pancreatic cyst	Pancreatic cysts		congenital would be a modifier


id_signe_2880	HP:0003468		Basilary impression/invagination/cranio-spinal malformation/platybasia	Abnormality of the vertebrae	sdoelken	# good enough


id_signe_24880	HP:0100809		Hypersensibility of scalp/scalp tenderness	Hypersensibility of scalp	sdoelken	"# good mapping, created new HPO term"


id_signe_27330	HP:0002242		Intestinal transit disorder	Abnormality of the intestine	sdoelken	does this refer to different types of ileus or rather to intestinal motility?


id_signe_35600	HP:0000978		Bruisability	Ecchymoses	"skoehler, sdoelken"	# good enough


id_signe_13260	HP:0100810		Pointed helix/Elfin ear	Pointed helix	sdoelken	"# good mapping, created new HPO term"


id_signe_43340	HP:0001276		Hypertonia/spasticity/rigidity	Hypertonia	sdoelken	# good mapping


id_signe_40900			Penile induration


id_signe_26520	HP:0100811		Colonic atresia/stenosis/absence/agenesis/hypoplasia/microcolon	Aplasia/Hypoplasia of the colon	sdoelken	# good mapping


id_signe_16510	HP:0008441		Intervertebral disk herniation	Herniation of intervertebral nuclei	sdoelken	# good mapping


id_signe_9080	HP:0000160		Microstomia/little mouth	Small mouth	"skoehler, sdoelken"	# good mapping


id_signe_40000	HP:0000080		Functional anomalies of the genital system	Genital functional abnormality	"skoehler, sdoelken"	# good mapping


id_signe_39140	HP:0000008		Uterine/uterus/vaginal anomalies	Abnormality of female internal genitalia	"skoehler, sdoelken"	# good enough


id_signe_26720	HP:0200008		Polyposis of the bowel/colon/intestine	Multiple intestinal polyps	sdoelken	# good mapping


id_signe_27120	HP:0100812		Halitosis/bad breath	Halitosis	sdoelken	"# good mapping, created new HPO term"


id_signe_13740	HP:0200047		Pinnae chondritis	Chrondritis of pinna	sdoelken	# good mapping


id_signe_23180	HP:0000955		Ichthyosis/ichthyosiform dermatitis	Ichthyosis	sdoelken	# good mapping


id_signe_43140	HP:0002353		EEG anomalies	EEG abnormalities	"skoehler, sdoelken"	# good mapping


id_signe_39440	HP:0100813		Funicular/testicular torsion/absent gubernaculum testis	Testicular torsion	sdoelken	"# good mapping, created new HPO term"


id_signe_2040	HP:0000256		Macrocephaly/macrocrania/megalocephaly/megacephaly	Macrocephaly	sdoelken	# good mapping


id_signe_32520	HP:0002103		Abnormal pleura/hydrothorax/pleuresia/pleural effusion/chylothorax	Abnormality of the pleura	"skoehler, sdoelken"	# mapped to parent term


id_signe_51080	HP:0001909		Myeloproliferative syndrome/chronic leukemia	Leukemia	sdoelken	# mapped to parent term


id_signe_45390	HP:0005616		Advanced bone age	Accelerated skeletal maturation	sdoelken	# good mapping


id_signe_5750	HP:0000512		Abnormal ERG/electroretinogram/electroretinography	Abnormal electroretinogram	"skoehler, sdoelken"	# good mapping


id_signe_32120	HP:0001603		Larynx/laryngeal palsy	Weakness of the vocal cords	sdoelken	# good enough


id_signe_26320	HP:0002021		Gastric/pyloric stenosis	Pyloric stenosis	"skoehler, sdoelken"	# good mapping


id_signe_43330	HP:0001252		Hypotonia	Muscular hypotonia	sdoelken	"is ""muscular"" meant?"


id_signe_22040	HP:0001831		Short foot/brachydactyly of toes	Brachydactyly (feet)	sdoelken	# good mapping (this does not inlcude short feet with normal toes!!!)


id_signe_52060	HP:0000006		Autosomal dominant inheritance	Autosomal dominant inheritance	"skoehler, sdoelken"	# good mapping


id_signe_48560	HP:0004311		Monocytes/macrophages anomalies	Abnormality of macrophages		# good mapping


id_signe_23170	HP:0000958		Dry/squaly skin/exfoliation	Dry skin	sdoelken	this does not include Achantolysis etc...


id_signe_35660	HP:0005293		Varices/varicous veins/venous insufficiency	Venous insufficiency	sdoelken	# good mapping


id_signe_9200	HP:0000184		Protruding lips	Prominent lips	sdoelken	# good enough


id_signe_23580	HP:0100814		Mongoloid spot	Blue nevus	sdoelken	"# good mapping, created new HPO term"


id_signe_17220	HP:0001539		Omphalocele/exomphalos	Omphalocele	"skoehler, sdoelken"	# good enough


id_signe_9480	HP:0100816		Lip hyperpigmentation	Lip hyperpigmentation	sdoelken	"# good mapping, created new HPO term"


id_signe_43130	HP:0000762		Nerve conduction abnormality	Decreased nerve conduction velocities	sdoelken	# good enough


id_signe_26120	HP:0002031		Esophageal anomaly	Abnormality of the esophagus	sdoelken	# good mapping


id_signe_2440	HP:0000235		Large fontanelle/delayed fontanelle closure	Abnormality of the fontanelles and cranial sutures	sdoelken	mapped to parent term


id_signe_13280	HP:0011039		Helix/crux helix absent/abnormal/adherent/crux cymbae/posterior helix pits	Abnormality of the helix	sdoelken	# good mapping


id_signe_41390	HP:0000834		Adrenal glands anomalies	Abnormality of the adrenal glands	"skoehler, sdoelken"	# good mapping


id_signe_41120	HP:0000820		Thyroid anomalies	Abnormality of the thyroid gland	"skoehler, sdoelken"	# good mapping


id_signe_26540	HP:0002251		Dolichocolon/megacolon/megadolichocolon/Hirschsprung's disease	Congenital megacolon	"skoehler, sdoelken"	# good mapping


id_signe_8210	HP:0004122		Bifid tip/cleft nose/supernumerary nose	Midline defect of the nose	sdoelken	# good mapping


id_signe_37760	HP:0000795		Urethral anomalies/stenosis/posterior urethral valves/megalocystis	Abnormality of the urethra	sdoelken	# mapped to parent term


id_signe_38280	HP:0100817		Renovascular hypertension	Renovascular hypertension	sdoelken	# good mapping


id_signe_15240	HP:0100818		Long rib cage/thorax	Long thorax	sdoelken	# good mapping


id_signe_29240	HP:0001399		Hepatocellular liver disease/hepatic failure	Hepatic failure	"skoehler, sdoelken"	has to be good enough for now


id_signe_33400			Cough			rather unspecific as to the cause (lung? upper airways? gastric?)


id_signe_27300	HP:0002027		Acute abdominal pain/colic	Abdominal pain	"skoehler, sdoelken"	# good enough


id_signe_39120	HP:0000055		Clitoris/labia majora/labia minora/female external genitalia hypoplasia	Abnormality of female external genitalia	"skoehler, sdoelken"	# mapped to parent term


