?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0030252>	<http://www.w3.org/2000/01/rdf-schema#label>	"Absent circulating B cells"	"Absence of mature B cells"	"Ausencia de células B maduras"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000326>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal maxilla morphology"	"Abnormality of the maxilla"	"Anomalía del maxilar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040106>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal lateral semicircular canal morphology"	"Morphological abnormality of the lateral semicircular canal"	"Anomalía morfológica del canal semicircular lateral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025437>	<http://www.w3.org/2000/01/rdf-schema#label>	"Macrozoospermia"@en	"Macrocephalic sperm head"	"Cabeza espermática macrocefálica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010709>	<http://www.w3.org/2000/01/rdf-schema#label>	"2-4 finger syndactyly"	"2nd-4thr finger syndactyly"	"Sindactilia de dedos 2-4 de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000798>	<http://www.w3.org/2000/01/rdf-schema#label>	"Oligozoospermia"	"Oligospermia"	"Oligospermia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030272>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal erythrocyte enzyme level"	"Abnormal erythrocyte enzyme activity"	"Actividad enzimática eritrocítica anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0020098>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Herpes encephalitis"	"Herpes encephalitis"	"Encefalitis herpética"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410198>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased uridine diphosphate glucose-4-epimerase level in red blood cells"	"Decreased uridine diphosphate glucose-4-epimerase activity in red blood cells"	"Disminución de la actividad de la uridina difosfato glucosa-4-epimerasa en los glóbulos rojos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005709>	<http://www.w3.org/2000/01/rdf-schema#label>	"2-3 toe cutaneous syndactyly"	"2nd-3rd toe cutaneous syndactyly"	"Sindactilia cutánea de dedos 2-3 del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005997>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neck joint contracture"	"Restricted neck movement due to contractures"	"Movimiento del cuello restringido debido a contracturas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031544>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating palmitoleylcarnitine concentration"	"Elevated propionylcarnitine level"	"Nivel elevado de propionilcarnitina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008443>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neuropathic spinal arthropathy"	"Spinal deformities"	"Deformidades de la columna vertebral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001470>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sex-limited expression"	"Sex-limited autosomal dominant"	"Autosómico dominante limitado al sexo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032071>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eosinophilic pneumonia"	"Pulmonary eosinophilic infiltration"	"Infiltración eosinofílica pulmonar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012867>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sperm mid-piece morphology"	"Sperm mid-piece anomaly"	"Anomalía del segmento medio del espermatozoide"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031469>	<http://www.w3.org/2000/01/rdf-schema#label>	"Low self-esteem"	"Low self esteem"	"Baja autoestima"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011766>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal parathyroid morphology"	"Abnormality of the parathyroid morphology"	"Alteración de la morfología paratiroidea"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410378>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased proportion of naive CD4 T cells"	"Reduced proportion of naive CD4 T cells"	"Proporción reducida de células T CD4 naive"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025368>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal growth plate morphology"@en	"Abnormality of growth plate morphology"	"Anomalía de la morfología de la placa de crecimiento"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030580>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pinhole visual acuity 1.2 LogMAR"	"Pinhole visual acuity 1,2 LogMAR"	"Agudeza visual estenopeica 1.2 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007207>	<http://www.w3.org/2000/01/rdf-schema#label>	"Photosensitive tonic-clonic seizure"	"Photosensitive tonic-clonic seizures"	"Crisis convulsivas tónico-clónicas fotosensibles"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003677>	<http://www.w3.org/2000/01/rdf-schema#label>	"Slowly progressive"	"Slow progression"	"Progresión lenta"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001426>	<http://www.w3.org/2000/01/rdf-schema#label>	"Non-Mendelian inheritance"	"Multifactorial inheritance"	"Herencia multifactorial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032124>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal proportion of unswitched memory B cells"	"Abnormal proportion of non-class-switched memory B cells"	"Proporción anormal de linfocitos B de memoria con cambio de isotipo de inmunoglobulina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010319>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal second toe morphology"	"Abnormality of the 2nd toe"	"Anomalía del segundo dedo del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033178>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating interleukin 8 concentration"	"Increased circulating interleukin 8"	"Aumento de la interleuquina 8 circulante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045007>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal substantia nigra morphology"	"Abnormality of the substantia nigra"	"Anomalía de la sustancia negra"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000037>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal neck blood vessel morphology"	"Abnormality of neck blood vessel"	"Anomalía de los vasos sanguíneos del cuello"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005750>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lower-limb joint contracture"	"Contractures of the joints of the lower limbs"	"Contracturas de las articulaciones de los miembros inferiores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010011>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal 3rd metacarpal morphology"	"Abnormality of the 3rd metacarpal"	"Anomalía del tercer metacarpiano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045045>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating acylcarnitine concentration"	"Elevated plasma acylcarnitine levels"	"Niveles elevados de acilcarnitina en plasma"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006901>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Impaired thermal sensitivity"	"Impaired thermal sensitivity"	"Sensibilidad térmica alterada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012476>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased specific pneumococcal antibody level"	"Specific pneumococcal antibody deficiency"	"Deficiencia específica de anticuerpos neumocócicos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410387>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Decreased proportion of effector memory CD4-positive, alpha-beta T cells"	"Decreased proportion of effector memory CD4-positive, alpha-beta T cells"	"Disminución de la proporción de memoria efectora CD4-positivo, células T alfa-beta"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011751>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal posterior pituitary morphogenesis"	"Abnormality of the posterior pituitary"	"Alteración de la hipófisis posterior"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002034>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal rectum morphology"	"Abnormality of the rectum"	"Anomalía del recto"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030935>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal intestinal smooth muscle morphology"	"Abnormality of intestinal smooth muscle morphology"	"Anomalía de la morfología del músculo liso intestinal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032408>	<http://www.w3.org/2000/01/rdf-schema#label>	"Breast mass"	"Breast lump"	"Bulto en el pecho"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011080>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal premolar morphology"	"Abnormality of premolar morphology"	"Anomalía de la morfología premolar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008775>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal prostate morphology"	"Abnormality of the prostate"	"Anomalía de la próstata"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031436>	<http://www.w3.org/2000/01/rdf-schema#label>	"Singsong Intonation"	"Increased pitch variability of speech"	"Aumento de la variabilidad del tono del habla"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003657>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vascular granular osmiophilic material deposition"	"Granular osmiophilic deposits (GROD) in cells"	"Depósitos granulares osmiofilicos (grod) en las células"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009600>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thumb contracture"	"Flexion contracture of thumb"	"Contractura en flexión del pulgar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003889>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal deltoid tuberosity morphology"	"Abnormality of the deltoid tuberosities"	"Anomalía de la tuberosidad deltoides"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030548>	<http://www.w3.org/2000/01/rdf-schema#label>	"Unaided visual acuity 1.3 LogMAR"	"Unaided visual acuity 1,3 LogMAR"	"Agudeza visual sin ayuda 1.3 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006803>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vivid hallucination"	"Vivid hallucinations"	"Alucinaciones vívidas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500159>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating aspartic acid concentration"	"Increased level of circulating aspartic acid"	"Aumento del nivel de ácido aspártico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030541>	<http://www.w3.org/2000/01/rdf-schema#label>	"Unaided visual acuity 0.6 LogMAR"	"Unaided visual acuity 0,6 LogMAR"	"Agudeza visual sin ayuda 0.6 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal corneal stroma morphology"	"Abnormality of corneal stroma"	"Anomalía del estroma corneal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040065>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormal morphology of bones of the upper limbs"	"Abnormal morphology of bones of the upper limbs"	"Morfología anormal de los huesos de las extremidades superiores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034450>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased phytanic acid:pristanic acid ratio"	"Decreased phytanic acid: pristanic acid ratio"	"Disminución de la proporción de ácido fitánico:ácido pristánico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000030>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of bony orbit of skull"	"Abnormality of bony orbit of skull"	"Anomalía de la órbita ósea del cráneo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012556>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hyperbeta-alaninemia"	"Hyperbetaalaninemia"	"Hiperbetaalaninemia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002695>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Symmetrical, oval parietal bone defects"	"Symmetrical, oval parietal bone defects"	"Defectos óseos parietales ovales, simétricos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010663>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal thalamus morphology"	"Abnormality of thalamus morphology"	"Alteración en la morfología del tálamo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000870>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating prolactin concentration"	"Prolactin excess"	"Exceso de prolactina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030565>	<http://www.w3.org/2000/01/rdf-schema#label>	"Best corrected visual acuity 1.2 LogMAR"	"Best corrected visual acuity 1,2 LogMAR"	"Mejor agudeza visual corregida 1.2 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012611>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Increased urinary urate"	"Increased urinary urate"	"Aumento de urato urinario"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chronic pulmonary obstruction"	"Chronic obstructive pulmonary disease"	"Enfermedad pulmonar obstructiva crónica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000777>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal thymus morphology"	"Abnormality of the thymus"	"Anomalía del timo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000050>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal odontoid tissue morphology"	"Abnormality of odontoid tissue"	"Anomalía del tejido odontoideo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000019>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal buccal mucosa morphology"	"Abnormality of buccal mucosa"	"Anomalía de la mucosa bucal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010221>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Pseudoepiphysis of the 2nd metacarpal"	"Pseudoepiphysis of the 2nd metacarpal"	"Pseudoepífisis del segundo metacarpiano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000682>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal dental enamel morphology"	"Abnormality of dental enamel"	"Anomalía del esmalte dental"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031215>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating dehydroepiandrosterone-sulfate concentration"	"Decreased circulating dehydroepiandrosterone-sulfate level"	"Disminución del nivel circulante de deshidroepiandrosterona-sulfato"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033078>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating free T4 concentration"	"Decreased circulating free T4 level"	"Disminución del nivel de T4 libre circulante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030562>	<http://www.w3.org/2000/01/rdf-schema#label>	"Best corrected visual acuity 0.9 LogMAR"	"Best corrected visual acuity 0,9 LogMAR"	"Mejor agudeza visual corregida 0.9 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030034>	<http://www.w3.org/2000/01/rdf-schema#label>	"Glomerular basement membrane lamellation"	"Diffuse glomerular basement membrane lamellation"	"Lamelación difusa de la membrana basal glomerular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011121>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skin morphology"	"Abnormality of skin morphology"	"Anomalía de la morfología de la piel"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012545>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced circulating aldolase concentration"	"Reduced aldolase level"	"Reducción del nivel de aldolasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006897>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abducens palsy"	"Cranial nerve VI palsy"	"Parálisis del vi par craneal o abducente"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011931>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebellar peduncle morphology"	"Abnormality of the cerebellar peduncle"	"Anomalía del pedúnculo cerebeloso"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010524>	<http://www.w3.org/2000/01/rdf-schema#label>	"Disturbed sensory perception"	"Agnosia"	"Agnosia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005952>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Decreased pulmonary function"	"Decreased pulmonary function"	"Disminución de la función pulmonar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025364>	<http://www.w3.org/2000/01/rdf-schema#label>	"Glomerular extracapillary hypercellularity"@en	"Extracapillary hypercellularity"	"Hipercelularidad extracapilar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0430005>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal ethmoid bone morphology"	"Abnormality of ethmoid bone"	"Anomalía del hueso etmoides"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030579>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pinhole visual acuity 1.1 LogMAR"	"Pinhole visual acuity 1,1 LogMAR"	"Agudeza visual estenopeica 1.1 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011006>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the musculature of the neck"	"Abnormality of the musculature of the neck"	"Anomalía de la musculatura del cuello"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008609>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal middle ear morphology"	"Morphological abnormality of the middle ear"	"Anomalía morfológica del oído medio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100711>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal thoracic spine morphology"	"Abnormality of the thoracic spine"	"Anomalía de la columna torácica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_4000127>	<http://www.w3.org/2000/01/rdf-schema#label>	"Exacerbated by sodium channel blocking agent exposure"@en	"Aggravated by sodium channel blocking agents"	"Agravado por agentes bloqueadores de los canales de sodio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100851>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal emotion"	"Abnormal emotion/affect behavior"	"Comportamiento emotivo/afectivo anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003568>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased glucosephosphate isomerase level"	"Decreased glucosephosphate isomerase activity"	"Disminución de la actividad isomerasa glucosafosfato"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002060>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebral morphology"	"Abnormality of the cerebrum"	"Anomalía del cerebro"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031424>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating beta-C-terminal telopeptide concentration"	"Abnormal circulating beta-C-terminal telopeptide level"	"Nivel de telopéptido beta-C-terminal circulante anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031799>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating apolipoprotein A-I concentration"	"Decreased apolipoprotein AI level"	"Disminución del nivel de apolipoproteína A-I"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010600>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal distal ulnar epiphysis morphology"	"Abnormality of the distal ulnar epiphysis"	"Anomalía de la epífisis distal del cúbito"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002189>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Excessive daytime sleepiness"	"Excessive daytime sleepiness"	"Somnolencia diurna excesiva"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011432>	<http://www.w3.org/2000/01/rdf-schema#label>	"High maternal circulating alpha-fetoprotein concentration"	"High maternal serum alpha-fetoprotein"	"Alfa-fetoproteína elevada en suero materno"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045044>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating complement C4b concentration"	"Decreased serum complement C4b"	"Disminución del complemento sérico C4b"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007054>	<http://www.w3.org/2000/01/rdf-schema#label>	"Proximal hyperreflexia"	"Hyperreflexia proximally"	"Hiperreflexia proximal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100514>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating vitamin E concentration"	"Abnormality of vitamin E metabolism"	"Anomalía del metabolismo de la vitamina e"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_4000083>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ignores peers"	"Absence of interest in peers"	"Ausencia de interés en los compañeros"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040242>	<http://www.w3.org/2000/01/rdf-schema#label>	"Muscle hemorrhage"	"Muscle haemorrhage"	"Hemorragia muscular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031265>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal glomerular visceral epithelial cell morphology"	"Abnormal podocyte morphology"	"Morfología anormal de los podocitos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410240>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating IgA level"	"Abnormal IgA level"	"Nivel de IgA anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008344>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating branched chain amino acid concentration"	"Elevated plasma branched chain amino acids"	"Aminoácidos plasmáticos de cadena ramificada elevados"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100708>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal microglia morphology"	"Abnormality of the microglia"	"Anomalía de la microglía"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003656>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased beta-glucocerebrosidase level"	"Decreased beta-glucocerebrosidase activity"	"Disminución de la proteína y la actividad beta-glucocerebrosidasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010876>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating protein concentration"	"Abnormal circulating protein level"	"Anomalía del nivel de proteínas circulantes"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002693>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skull base morphology"	"Abnormality of the skull base"	"Anomalía de la base del cráneo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100670>	<http://www.w3.org/2000/01/rdf-schema#label>	"Coarse metaphyseal trabecularization"	"Rough bone trabeculation"	"Hueso trabecular irregular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011403>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal umbilical cord blood vessel morphology"	"Abnormal umbilical cord blood vessels"	"Vasos sanguíneos de cordón umbilical anormales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031005>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Hyperalgesia"	"Hyperalgesia"	"Hiperalgesia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001006>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Hypotrichosis"	"Hypotrichosis"	"Hipotricosis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045043>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating complement C4a concentration"	"Decreased serum complement C4a"	"Disminución del complemento sérico C4a"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030547>	<http://www.w3.org/2000/01/rdf-schema#label>	"Unaided visual acuity 1.2 LogMAR"	"Unaided visual acuity 1,2 LogMAR"	"Agudeza visual sin ayuda 1.2 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030027>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nasal cartilage morphology"	"Abnormality of the nasal cartilage"	"Anomalía del cartílago nasal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001751>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal vestibular function"	"Vestibular dysfunction"	"Disfunción vestibular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007068>	<http://www.w3.org/2000/01/rdf-schema#label>	"Inferior cerebellar vermis hypoplasia"	"Inferior vermis hypoplasia"	"Hipoplasia del vermis inferior"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034449>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased phytanic acid:pristanic acid ratio"	"Increased phytanic acid: pristanic acid ratio"	"Aumento de la proporción de ácido fitánico: ácido pristánico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003637>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced 4-Hydroxyphenylpyruvate dioxygenase level"	"Reduced 4-Hydroxyphenylpyruvate dioxygenase activity"	"Disminución de la actividad de 4 hidroxifenilpiruvato dioxigenasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009714>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal epididymis morphology"	"Abnormality of the epididymis"	"Anomalía del epidídimo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032732>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal aware motor seizure with paresis/paralysis"	"Focal motor aware seizure with paresis/paralysis"	"Convulsión focal motora sin pérdida de conciencia con paresia / parálisis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002582>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atrophic gastritis"	"Chronic atrophic gastritis"	"Gastritis atrófica crónica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005930>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal epiphysis morphology"	"Abnormality of epiphysis morphology"	"Anomalía de la epífisis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010013>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal 5th metacarpal morphology"	"Abnormality of the 5th metacarpal"	"Anomalía del quinto metacarpiano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033059>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating complement C6 concentration"	"Decreased serum complement C6"	"Disminución del complemento sérico C6"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012664>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced left ventricular ejection fraction"	"Reduced ejection fraction"	"Fracción de eyección reducida"@es	"OFFICIAL"
