?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0012893>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Muscle hypertrophy affecting the muscles of the neck."	"Muscle hypertrophy affecting the muscles of the neck"	"Boyun kaslarını etkileyen kas hipertrofisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030344>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduction in the circulating level of luteinizing hormone (LH)."	"A reduction in the circulating level of luteinizing hormone (LH)"	"Dolaşımdaki azalmış lüteinize edici hormon (LH) seviyesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001838>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of both a prominent heel and a convex contour of the sole."	"The presence of both a prominent heel and a convex contour of the sole"	"Ayak tabanının dış bükey biçiminin ve topuk belirginliğinin bir arada bulunması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000911>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally flat configuration of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus."	"Abnormally flat configuration of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus"	"Humerusun başı ile eklemlenen skapulanın eklem yüzeyi olan, glenoid boşluk olarak da bilinen glenoid fossanın anormal şekilde düz olması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410244>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal deviation from normal levels of IgD immunoglobulin in blood."	"An abnormal deviation from normal levels of IgD immunoglobulin in blood"	"Kanda normal IgD immünoglobuni seviyelerinden anormal bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010017>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cone-shaped appearance of the epiphysis of the 1st metacarpal, producing a 'ball-in-a-socket' appearance."	"A cone-shaped appearance of the epiphysis of the 1st metacarpal, producing a 'ball-in-a-socket' appearance"	"Bilye içinde soket görünümü oluşturan 1. metakarpal epifizinin koni şekilli görünümü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031707>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A tendency to turn the face to the right to compensate for a limitation of eye movement."	"A tendency to turn the face to the right to compensate for a limitation of eye movement"	"Göz hareketi sınırlılığını telafi etmek için yüzü sağa döndürme eğilimi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032186>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A benign or malignant neoplasm that affects the anal canal or anal margin."	"A benign or malignant neoplasm that affects the anal canal or anal margin"	"Anal kanalveya anal sınırı etkileyen selim veya habis bir neoplazi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031622>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An ocular motility defect where the affected eye(s) does not elevate in adduction but has full depression in adduction. It can be congenital or acquired from injury to or defect of the superior oblique tendon or trochlea and has a positive forced duction test result."	"An ocular motility defect where the affected eye(s) does not elevate in adduction but has full depression in adduction. It can be congenital or acquired from injury to or defect of the superior oblique tendon or trochlea and has a positive forced duction test result"	"Etkilenmiş gözün(lerin) adduksiyonda yukarı bakmadığı fakat adduksiyonda tam depresyona sahip olduğu oküler motilite defekti. Süperior oblik tendon veya troklea defektinden veya zedelenmesinden doğumsal veya edinilmiş olabilir ve pozitif zorlu duksiyon test sonucuna sahip olabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001216>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ossification of carpal bones occurs later than age-adjusted norms."	"Ossification of carpal bones occurs later than age-adjusted norms"	"Karpal kemiklerin kemikleşmesi yaşa göre olan normlardan daha geç meydana gelir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012073>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal distribution of N-acylglycines in the urine. There are numerous different N-acylglycines, and this term refers to pathological alterations in their level or distribution."	"An abnormal distribution of N-acylglycines in the urine. There are numerous different N-acylglycines, and this term refers to pathological alterations in their level or distribution"	"İdrarda N-açilglisinlerin (CHEBI:16180) anormal bir dağılımı. Çeşitli sayıda N-açilglisin vardır ve bu terim onların seviyesindeki veya dağılımındaki patolojik değişikliklere işaret eder"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010475>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Cloacal exstrophy is a severe anterior abdominal wall defect in which the two hemibladders are visible and are separated by a midline intestinal plate, an omphalocele, and an imperforate anus."	"Cloacal exstrophy is a severe anterior abdominal wall defect in which the two hemibladders are visible and are separated by a midline intestinal plate, an omphalocele, and an imperforate anus"	"Kloakal ekstrofi iki hemimesanenin göründüğü ve intestinal bir plaka ile ortadan ayrıldığı, bir omfalosel ve bir imperfore anüs ile olan ciddi bir ön abdominal duvar defektidir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007258>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A severe loss of myelin from nerve fibers in the central nervous system."	"A severe loss of myelin from nerve fibers in the central nervous system"	"Merkezi sinir sisteminde sinir liflerinden ciddi bir miyelin kaybı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040133>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A deviation from the normal circulating concentration of ferritin. Ferritin concentration can be measured in serum or plasma."	"A deviation from the normal circulating concentration of ferritin. Ferritin concentration can be measured in serum or plasma"	"Ferritinin normal dolaşım konsantrasyonundan bir sapma. Ferritin konsantrasyonu serumda veya plazmada ölçülebilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010178>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Uneven (irregular) increase in bone density of one or more of the phalanges of the foot."	"Uneven (irregular) increase in bone density of one or more of the phalanges of the foot"	"Elin bir veya daha fazla falanksında kemik yoğunluğunda eşit olmayan (düzensiz) artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007220>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Demyelination of peripheral motor nerves."	"Demyelination of peripheral motor nerves"	"Periferik motor sinirlerin demiyelinizasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011659>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Features of tetralogy of Fallot with either rudimentary ridges or the complete absence of pulmonic valve tissue."	"Features of tetralogy of Fallot with either rudimentary ridges or the complete absence of pulmonic valve tissue"	"Ya rudimenter kenarlar ya da pulmoner kapak dokusunun tam yokluğu ile olan Fallot tetralojisi özellikleri"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012022>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A congenital defect of the vasculature such that there is a shunt (by-pass) of blood directly from the portal vein to the vena cava (i.e., the blood from the portal vein is not filtered through the liver)."	"A congenital defect of the vasculature such that there is a shunt (by-pass) of blood directly from the portal vein to the vena cava (i.e., the blood from the portal vein is not filtered through the liver)"	"Portal venden vena kavaya (yani portal venden gelen kan karaciğer içinden filtre edilmez) direk olarak bir şantın (by-pass) var olduğu konjenital bir damar defekti"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011198>	<http://purl.obolibrary.org/obo/IAO_0000115>	"EEG discharges recorded on the entire scalp typically seen in persons with epilepsy."	"EEG discharges recorded on the entire scalp typically seen in persons with epilepsy"	"Bütün saçlı deri üzerinde kaydedilen tipik olarak epilepsili hastalarda görülen EEG boşalımları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000471>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Dysplasia affecting the vasculature of the gastrointestinal tract."	"Dysplasia affecting the vasculature of the gastrointestinal tract"	"Sindirim kanalı damarlarını etkileyen displazi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009598>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Fusion of the proximal phalanx of the 2nd finger with the 2nd metacarpal."	"Fusion of the proximal phalanx of the 2nd finger with the 2nd metacarpal"	"2. parmağın proksimal falanksı ile 2. metakarpal birleşimi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000100>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia."	"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia"	"Belirgin proteinüri ile ilişkili glomerüler kapiller duvar geçirgenliği artışı ile olan glomerül disfonksiyonundan kaynaklanan bulgular bütününe nefrotik sendrom denir. Nefrotik sendrom proteinüri, hipoalbüminemi, ödem, ve hiperlipidemi ile birlikte ciddi renal protein kaybı sonucu olan klinik bulgular bütününe denir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012165>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A developmental defect resulting in the presence of fewer than the normal number of digits."	"A developmental defect resulting in the presence of fewer than the normal number of digits"	"Normal parmak sayısından daha az parmak varlığı ile sonuçlanan gelişimsel bir defekt"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009733>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a glioma, which is a neoplasm of the central nervous system originating from a glial cell (astrocytes or oligodendrocytes)."	"The presence of a glioma, which is a neoplasm of the central nervous system originating from a glial cell (astrocytes or oligodendrocytes)"	"Glial hücreden (astrositler veya oligodendrositler) köken alan merkezi sinir sistemi neoplazmı, bir glioma varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030786>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Perceived flashes of light."	"Perceived flashes of light"	"Fark edilmiş ışık parlaması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100931>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An elevation in bone density in the proximal phalanx of the second toe. Sclerosis is normally detected on a radiograph as an area of increased opacity."	"An elevation in bone density in the proximal phalanx of the second toe. Sclerosis is normally detected on a radiograph as an area of increased opacity"	"İkinci ayak parmağının proksimal falanksındaki kemik yoğunluğunda bir yükselme. Skleroz normalde bir radyografide artmış opaklık alanı olarak tespit edilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0020071>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of virus in the blood."	"The presence of virus in the blood"	"Kanda virüs varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100677>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Varicosity of veins in the vulval region."	"Varicosity of veins in the vulval region"	"Vulval bölgede damarların varisitesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000077>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the kidney."	"An abnormality of the kidney"	"Böbrek anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031557>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced level of CD55 on the fibroblast surface as assessed by flow cytometry."	"Reduced level of CD55 on the fibroblast surface as assessed by flow cytometry"	"Akış sitometrisi ile değerlendirildiği üzere fibroblast yüzeyinde azalmış CD55 seviyesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000594>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced depth of the anterior chamber, i.e., the anteroposterior distance between the cornea and the iris is decreased."	"Reduced depth of the anterior chamber, i.e., the anteroposterior distance between the cornea and the iris is decreased"	"Azalmış ön kamara derinliği, örneğin kornea ve iris arasındaki anteroposterior mesafenin azalması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031173>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A bony projection (spur, osteophyte) originating from the tibia."	"A bony projection (spur, osteophyte) originating from the tibia"	"Tibiyadan köken alan kemiksi bir uzanım (mahmuz, osteofit)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025108>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Angioma serpiginosum consists of punctate, tightly packed telangiectatic lesions. Characteristic histopathological features are dilated and tortuous capillaries involving the uppermost part of the dermis."	"Angioma serpiginosum consists of punctate, tightly packed telangiectatic lesions. Characteristic histopathological features are dilated and tortuous capillaries involving the uppermost part of the dermis"	"Anjiyoma serpinjiyosum noktalı, sıkıca paketlenmiş telenjiektazik lezyonlardan oluşur. Karakteristik histopatolojik özellikleri dermisin en üst kısmını içeren dilate ve büklümlü kapillerlerdir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100946>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An elevation in bone density in one or more proximal phalanges of the toes. Sclerosis is normally detected on a radiograph as an area of increased opacity."	"An elevation in bone density in one or more proximal phalanges of the toes. Sclerosis is normally detected on a radiograph as an area of increased opacity"	"Ayak parmaklarının bir ya da daha fazla proksimal falankslarındaki kemik yoğunluğunda bir artış. Skleroz normalde radyografta artmış bir opasite bölgesi şeklinde tespit edilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032242>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A precancerous condition characterized by dysplasia of the cervical epithelium. Cervical intraepithelial neoplasia (CIN) 1, 2 and 3 based on its relationship with the prognosis. CIN 1 is mild dysplasia, which is mostly observed because it disappears as part of its natural course. CIN 3 includes severe dysplasia and carcinoma in situ, and management involves treatment because it is highly likely to develop into invasive cancer."	"A precancerous condition characterized by dysplasia of the cervical epithelium. Cervical intraepithelial neoplasia (CIN) 1, 2 and 3 based on its relationship with the prognosis. CIN 1 is mild dysplasia, which is mostly observed because it disappears as part of its natural course. CIN 3 includes severe dysplasia and carcinoma in situ, and management involves treatment because it is highly likely to develop into invasive cancer"	"Servikal epitelin displazisi ile karakterize prekanseröz bir durum. Servikal intraepitelyal neoplazi (CIN) 1, 2 ve 3 prognozis ile ilişkisine dayanmaktadır. CIN 1 hafif bir displazidir doğal seyrinin bir kısmı olarak gözden kaybolduğu için çoğunlukla gözlenir. CIN 3 ciddi displazi ve karsinoma in situyu içerir ve invazif kansere gelişecek olması kuvvetle muhtemel olduğu için yönetimi tedaviyi içerir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009962>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Partial or complete duplication of the distal phalanx of middle finger."	"Partial or complete duplication of the distal phalanx of middle finger"	"Orta parmağın distal falanksının kısmi veya tam duplikasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003115>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal rhythm of the heart."	"Abnormal rhythm of the heart"	"Kalbin anormal ritmi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003312>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal morphology of vertebral body."	"Abnormal morphology of vertebral body"	"Vertebral cismin anormal morfolojisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000230>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of the gingiva."	"Inflammation of the gingiva"	"Diş eti inflamasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001700>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Irreversible damage to heart tissue (myocardium) due to lack of oxygen after a heart attack (myocardial infarction)."	"Irreversible damage to heart tissue (myocardium) due to lack of oxygen after a heart attack (myocardial infarction)"	"Kalp krizinden (miyokard infarktüsü) sonraki oksijen eksikliğinden dolayı kalp dokusuna (miyokardiyum) olan geri dönülmez hasar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001324>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced strength of muscles."	"Reduced strength of muscles"	"Azalmış kas kuvveti"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031521>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of adenocarcinoma originating in the vagina and characterized by large cells with moderate to abundant clear cytoplasm."	"A type of adenocarcinoma originating in the vagina and characterized by large cells with moderate to abundant clear cytoplasm"	"Vajinada köken alan ve orta dereceden ve bol şeffaf sitoplazmlı geniş hücreler ile karakterize bir adenokarsinom tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010923>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of cataract affecting the anterior pole of lens immediately adjacent to ('beneath') the lens capsule."	"A type of cataract affecting the anterior pole of lens immediately adjacent to ('beneath') the lens capsule"	"Lens kapsülüne hemen bitişik ('altta') lensin ön kutbunu etkileyen bir katarakt tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001097>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Dryness of the eye related to deficiency of the tear film components (aqueous, mucin, or lipid), lid surface abnormalities, or epithelial abnormalities. Keratoconjunctivitis sicca often results in a scratchy or sandy sensation (foreign body sensation) in the eyes, and may also be associated with itching, inability to produce tears, photosensitivity, redness, pain, and difficulty in moving the eyelids."	"Dryness of the eye related to deficiency of the tear film components (aqueous, mucin, or lipid), lid surface abnormalities, or epithelial abnormalities. Keratoconjunctivitis sicca often results in a scratchy or sandy sensation (foreign body sensation) in the eyes, and may also be associated with itching, inability to produce tears, photosensitivity, redness, pain, and difficulty in moving the eyelids"	"Göz yaşı filmi bileşeni (aköz, musin, lipid) eksikliği, kapak yüzeyi anormallikleri veya epitelyal anormallikler ile ilişkili göz kuruluğu. Göz kuruluğu gözlerde sıklıkla kaşıntılı veya batma (yabacı cisim hissi) hissi ile sonuçlanır ve kaşınma, göz yaşı üretememe, fotosensitivite, kızarıklık, ağrı ve göz kapaklarını hareket ettirmede güçlük ile ilişkili olabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010560>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally wavy surface or edge of the clavicles."	"An abnormally wavy surface or edge of the clavicles"	"Klavikulaların anormal olarak dalgalı yüzeyi veya kenarı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011296>	<http://purl.obolibrary.org/obo/IAO_0000115>	"EEG with sharp waves in the temporal region, i.e., sharp transient waves of a duration between 80 and 200 msec."	"EEG with sharp waves in the temporal region, i.e., sharp transient waves of a duration between 80 and 200 msec"	"Temporal bölgede 80-200 ms arası süren keskin geçici dalgalar olan keskin dalgalı EEG"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410210>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality in any umbilical cord measurement performed after birth, such as the blood gas level."	"An abnormality in any umbilical cord measurement performed after birth, such as the blood gas level"	"Doğumdan sonra yapılan kan gaz seviyesi gibi herhangi bir umbilikal kord ölçümünde bir anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011186>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Focal epileptiform discharges with spreading to contralateral hemisphere but without secondary generalization."	"Focal epileptiform discharges with spreading to contralateral hemisphere but without secondary generalization"	"Kontralateral hemisfere yayılan fakat ikincil generalizasyon olmayan fokal epileptiform boşalımlar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010852>	<http://purl.obolibrary.org/obo/IAO_0000115>	"EEG abnormalities (epileptiform discharges) evoked by flashing lights or black and white striped patterns."	"EEG abnormalities (epileptiform discharges) evoked by flashing lights or black and white striped patterns"	"Flaşlı ışıklar veya siyah beyaz çizgili paternler ile uyarılan EEG anormallikleri (epileptiform değişiklikler)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025358>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Presence of iris pigment epithelium on the anterior surface of the iris."	"Presence of iris pigment epithelium on the anterior surface of the iris"	"İrisin ön yüzeyinde iris pigment epitelyumu varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031406>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality in the series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."	"Any abnormality in the series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription"	"Bir sitokinin hücre yüzeyindeki bir reseptöre bağlanması ile tetiklenen ve takip eden hücresel süreçlerin düzenlenmesi ile biten örneğin transkripsiyon gibi bir moleküler sinyal serisinde herhangi bir anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002986>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A bending or abnormal curvature of the radius."	"A bending or abnormal curvature of the radius"	"Radiusun bükülmesi veya anormal eğriliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030251>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Complete lack of memory B cells, that is, of mature B cell type that is long-lived, readily activated upon re-encounter of its antigenic determinant, and has been selected for expression of higher affinity immunoglobulin."	"Complete lack of memory B cells, that is, of mature B cell type that is long-lived, readily activated upon re-encounter of its antigenic determinant, and has been selected for expression of higher affinity immunoglobulin"	"Antijenik belirteci ile yeniden karşılaştığında rahatlıkla aktive olan ve daha yüksek immünoglobin afinitesi ekspresyonu için seçilen uzun yaşayan olgun B hücre tipi, yani hafıza B hücrelerinin tam yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025313>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A form of strabismus with one or both eyes deviated outward to a milder degree than with exotropia."	"A form of strabismus with one or both eyes deviated outward to a milder degree than with exotropia"	"Bir veya iki gözün ekzotropiyadan daha hafif bir derecede dışarı doğru döndüğü bir strabismus formu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004841>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased activity of coagulation factor XII. Factor XII (fXII) is part of the intrinsic coagulation pathway and binds to exposed collagen at site of vessel wall injury, activated by high-MW kininogen and kallikrein, thereby initiating the coagulation cascade."	"Decreased activity of coagulation factor XII. Factor XII (fXII) is part of the intrinsic coagulation pathway and binds to exposed collagen at site of vessel wall injury, activated by high-MW kininogen and kallikrein, thereby initiating the coagulation cascade"	"Azalmış pıhtılaşma faktörü XII aktivitesi. Faktör XII (fXII) intrensek pıhtılaşma yolağının bir parçasıdır ve yüksek MA kininojen ve kallikrein tarafından aktive edilen, böylelikle koagülasyon kaskadını başlatan damar duvarı zedelenme alanında açığa çıkan kollajene bağlanır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008777>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the vocal cord."	"An abnormality of the vocal cord"	"Ses telinin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000033>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ambiguous genitalia in an individual with XY genetic gender."	"Ambiguous genitalia in an individual with XY genetic gender"	"XY genetik cinsiyeti olan bir bireyde kuşkulu genitalya"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011448>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Clonus is an involuntary tendon reflex that causes repeated flexion and extension of the foot. Ankle clonus is tested by rapidly flexing the foot upward."	"Clonus is an involuntary tendon reflex that causes repeated flexion and extension of the foot. Ankle clonus is tested by rapidly flexing the foot upward"	"Klonus tekrarlayan ayak fleksiyonu ve ekstensiyonuna neden olan istemsiz bir tendon refleksidir. Ayak bileği klonusu ayağın yukarı doğru fleksiyona getirilmesi ile test edilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100826>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A tumor (abnormal growth of tissue) of the nail."	"A tumor (abnormal growth of tissue) of the nail"	"Tırnak tümörü (anormal doku büyümesi)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010947>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A first-trimester prenatal ultrasound finding of abnormal blood flow in the ductus venosus."	"A first-trimester prenatal ultrasound finding of abnormal blood flow in the ductus venosus"	"Duktus venozusta anormal kan akışı ilk trimester prenatal ultrason bulgusu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000980>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally pale skin."	"Abnormally pale skin"	"Anormal derecede soluk cilt"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011378>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Underdevelopment of the vestibule of the inner ear."	"Underdevelopment of the vestibule of the inner ear"	"İç kulak vestibülünün tam gelişmemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000538>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Apparent optic disc swelling in the absence of increased intracranial pressure."	"Apparent optic disc swelling in the absence of increased intracranial pressure"	"Artmış kafa içi basıncı artışı yokluğunda belirgin optik disk şişkinliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100560>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Difference in length or size between the right and left arm."	"Difference in length or size between the right and left arm"	"Sağ ve sol kol arasında uzunlukta ya da boyutta fark"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001840>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The metatarsals are deviated medially (tibially), that is, the bones in the front half of the foot bend or turn in toward the body."	"The metatarsals are deviated medially (tibially), that is, the bones in the front half of the foot bend or turn in toward the body"	"Ayak tarağı kemikleri ortaya doğru sapmış (tibiyal olarak), yani ayağın ön yarısındaki kemikler eğilmiş veya vücuda doğru dönmüş"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000551>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly in the ability to discriminate between or recognize colors."	"An anomaly in the ability to discriminate between or recognize colors"	"Renkleri tanıma veya birbirinden ayırt etme yeteneğinde bir anomali"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040156>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased amount of carboxylic acid in the urine."	"An increased amount of carboxylic acid in the urine"	"İdrarda karboksilik asit miktarında artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025241>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of retinal hemorrhage that is located within the nerve fiber layer (NFL) of the retina and that exhibits a characteristic flame shape which results from constraints by the structure of the NFL (axons of the ganglion cells)."	"A type of retinal hemorrhage that is located within the nerve fiber layer (NFL) of the retina and that exhibits a characteristic flame shape which results from constraints by the structure of the NFL (axons of the ganglion cells)"	"Retinanın sinir lif katmanı (NFL) içinde yer alan ve NFL (gangliyon hücrelerinin aksonları) yapılarının kısıtlanmasından kaynaklanan karakteristik alev şekli sergileyen bir retinal hemoraji tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000541>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Separation of the inner layers of the retina (neural retina) from the pigment epithelium."	"Separation of the inner layers of the retina (neural retina) from the pigment epithelium"	"Retinanın iç katmanlarının (nöral retina) pigment epitelinden ayrılması"@tr	"OFFICIAL"
