?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0000346>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of facial morphology characterized by a small mouth opening and constant contraction of the lips as if the patient were whistling."	"An abnormality of facial morphology characterized by a small mouth opening and constant contraction of the lips as if the patient were whistling"	"Une anomalie de la morphologie faciale caractérisée par une petite ouverture de la bouche et une contraction constante des lèvres comme si le patient sifflait."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000502>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the conjunctiva."	"An abnormality of the conjunctiva"	"Anomalie de la conjonctive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000162>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Posterior displacement of the tongue into the pharynx, i.e., a tongue that is mislocalised posteriorly."	"Posterior displacement of the tongue into the pharynx, i.e., a tongue that is mislocalised posteriorly"	"Déplacement postérieur de la langue dans le pharynx, c'est-à-dire une langue mal localisée à l'arrière de la gorge"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000358>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of abnormal location of the ears in which the position of the ears is characterized by posterior rotation (the superior part of the ears is rotated towards the back of the head, and the inferior part of the ears towards the front)."	"A type of abnormal location of the ears in which the position of the ears is characterized by posterior rotation (the superior part of the ears is rotated towards the back of the head, and the inferior part of the ears towards the front)"	"Un type de localisation anormale des oreilles dans lequel la position des oreilles est caractérisée par une rotation postérieure (la partie supérieure des oreilles est tournée vers l'arrière de la tête, et la partie inférieure des oreilles vers l'avant)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000601>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Interpupillary distance less than 2 SD below the mean (alternatively, the appearance of an decreased interpupillary distance or closely spaced eyes)."	"Interpupillary distance less than 2 SD below the mean (alternatively, the appearance of an decreased interpupillary distance or closely spaced eyes)"	"Une distance interpupillaire inférieure à 2 DS par rapport à la moyenne (ou l'apparition d'une distance interpupillaire réduite ou d'yeux très rapprochés)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000436>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the nasal tip."	"An abnormality of the nasal tip"	"Anomalie de la pointe du nez"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000021>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Dilatation of the bladder postnatally."	"Dilatation of the bladder postnatally"	"Dilatation vésicale post-natale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000598>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the ear."	"An abnormality of the ear"	"Une anomalie de l'oreille"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000245>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality of the paranasal (cranial) sinuses, which are air-filled spaces that are located within the bones of the skull and face and communicate with the nasal cavity. They comprise the maxillary sinuses, the frontal sinuses, the ethmoid sinuses, and the sphenoid sinuses."	"Abnormality of the paranasal (cranial) sinuses, which are air-filled spaces that are located within the bones of the skull and face and communicate with the nasal cavity. They comprise the maxillary sinuses, the frontal sinuses, the ethmoid sinuses, and the sphenoid sinuses"	"Anomalie des sinus paranasaux (crâniens), qui sont des espaces remplis d'air situés dans les os du crâne et de la face et qui communiquent avec la cavité nasale. Ils comprennent les sinus maxillaires, les sinus frontaux, les sinus ethmoïdaux et les sinus sphénoïdaux."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000475>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Increased side-to-side width of the neck."	"Increased side-to-side width of the neck"	"Augmentation de la largeur du cou"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012579>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of minimal changes visible by light microscopy but flattened and fused podocyte foot processes on electron microscopy in a person with nephrotic range proteinuria."	"The presence of minimal changes visible by light microscopy but flattened and fused podocyte foot processes on electron microscopy in a person with nephrotic range proteinuria"	"Lésions glomérulaires minimes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000008>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the female internal genitalia."	"An abnormality of the female internal genitalia"	"Une anomalie des organes génitaux internes féminins"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000468>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased amount of subcutaneous fat tissue around the neck."	"An increased amount of subcutaneous fat tissue around the neck"	"Une quantité accrue de tissu adipeux sous-cutané autour du cou."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000519>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens."	"A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens"	"Cataracte congénitale résultant d'un défaut de développement, contrairement à la majorité des cataractes qui surviennent à l'âge adulte à la suite de changements dégénératifs du cristallin."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000243>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Wedge-shaped, or triangular head, with the apex of the triangle at the midline of the forehead and the base of the triangle at the occiput."	"Wedge-shaped, or triangular head, with the apex of the triangle at the midline of the forehead and the base of the triangle at the occiput"	"Tête cunéiforme ou triangulaire, avec le sommet du triangle sur la ligne médiane du front et la base du triangle sur l'occiput."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000287>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased amount of subcutaneous fat tissue in the face."	"An increased amount of subcutaneous fat tissue in the face"	"Une quantité accrue de tissu adipeux sous-cutané dans le visage."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000083>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism."	"A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism"	"Réduction du niveau de performance des reins dans les domaines fonctionnels comprenant la concentration de l'urine, l'élimination des déchets, le maintien de l'équilibre électrolytique, l'homéostasie de la pression sanguine et le métabolisme du calcium."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000135>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A decreased functionality of the gonad."	"A decreased functionality of the gonad"	"Une fonctionnalité réduite des gonades"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000248>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of skull shape characterized by a decreased anterior-posterior diameter. That is, a cephalic index greater than 81%. Alternatively, an apparently shortened anteroposterior dimension (length) of the head compared to width."	"An abnormality of skull shape characterized by a decreased anterior-posterior diameter. That is, a cephalic index greater than 81%. Alternatively, an apparently shortened anteroposterior dimension (length) of the head compared to width"	"Anomalie de la forme du crâne caractérisée par un diamètre antérieur-postérieur réduit. C'est-à-dire un indice céphalique supérieur à 81 %. Ou encore, une dimension antéro-postérieure (longueur) de la tête apparemment raccourcie par rapport à la largeur."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000363>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the lobule of pinna."	"An abnormality of the lobule of pinna"	"Une anomalie du lobule du pavillon de l'oreille"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000448>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Distance between subnasale and pronasale more than two standard deviations above the mean, or alternatively, an apparently increased anterior protrusion of the nasal tip."	"Distance between subnasale and pronasale more than two standard deviations above the mean, or alternatively, an apparently increased anterior protrusion of the nasal tip"	"Distance entre les régions subnasale et le pronasale` supérieure à deux écarts-types au-dessus de la moyenne, ou alternativement, une protrusion antérieure apparemment accrue de la pointe du nez."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000041>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ventral, lateral, or ventrolateral bowing of the shaft and glans penis of more than 30 degrees."	"Ventral, lateral, or ventrolateral bowing of the shaft and glans penis of more than 30 degrees"	"Angulation ventrale, latérale, ou ventro-latérale de la verge ou du gland pénien de plus de 30 degrés"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000503>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of an increased number of twists and turns of the conjunctival blood vessels."	"The presence of an increased number of twists and turns of the conjunctival blood vessels"	"Présence d'un nombre accru de torsions et de tours de la conjonctive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000206>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of the tongue."	"Inflammation of the tongue"	"Inflammation de la langue"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000049>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Superior margin of the scrotum superior to the base of the penis."	"Superior margin of the scrotum superior to the base of the penis"	"Bord supérieur du scrotum implanté au dessus de la base du pénis"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000275>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Bizygomatic (upper face) and bigonial (lower face) width are both more than 2 standard deviations below the mean (objective); or, an apparent reduction in the width of the upper and lower face (subjective)."	"Bizygomatic (upper face) and bigonial (lower face) width are both more than 2 standard deviations below the mean (objective); or, an apparent reduction in the width of the upper and lower face (subjective)"	"La largeur des os bizygomatiques (partie supérieure de la face) et des os bigonaux (partie inférieure de la face) est inférieure de plus de 2 écarts-types à la moyenne (objectif) ; ou, une réduction apparente de la largeur des parties supérieure et inférieure de la face (subjectif)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000399>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A form of sensorineural deafness with either congenital onset or infantile onset, i.e., before the acquisition of speech."	"A form of sensorineural deafness with either congenital onset or infantile onset, i.e., before the acquisition of speech"	"Forme de surdité de perception d'origine congénitale ou infantile, c'est-à-dire avant l'acquisition de la parole."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000058>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly of the labia, the externally visible portions of the vulva."	"An anomaly of the labia, the externally visible portions of the vulva"	"Anomalie des lèvres, les parties extérieures visibles de la vulve."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000193>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Uvula separated into two parts most easily seen at the tip."	"Uvula separated into two parts most easily seen at the tip"	"Uvule séparée en deux parties, plus facilement visible à son extrémité."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000130>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the uterus."	"An abnormality of the uterus"	"Une anomalie de l'utérus"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000555>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal white reflection from the pupil rather than the usual black reflection."	"An abnormal white reflection from the pupil rather than the usual black reflection"	"Un reflet blanc anormal de la pupille au lieu du reflet noir habituel."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000295>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A characteristic facial appearance with a round facial form, full cheeks, a short nose, and a relatively small chin."	"A characteristic facial appearance with a round facial form, full cheeks, a short nose, and a relatively small chin"	"Une apparence faciale caractéristique avec un visage rond, des joues pleines, un nez court et un menton relativement petit."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000250>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal increase of density of the bones making up the calvaria."	"An abnormal increase of density of the bones making up the calvaria"	"Une augmentation anormale de la densité des os constituant la calvaria."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000554>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of one or all portions of the uveal tract."	"Inflammation of one or all portions of the uveal tract"	"Inflammation d'une ou de toutes les parties de l'uvée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000446>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased width of the bony bridge of the nose."	"Decreased width of the bony bridge of the nose"	"Diminution de la largeur de l'arête nasale."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000137>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the ovary."	"An abnormality of the ovary"	"Une anomalie de l'ovaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000509>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of the conjunctiva."	"Inflammation of the conjunctiva"	"Inflammation de la conjonctive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000255>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An acute form of sinusitis."	"An acute form of sinusitis"	"Forme aiguë de sinusite"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000606>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the region situated around the orbit of the eye."	"An abnormality of the region situated around the orbit of the eye"	"Anomalie de la région située autour de l'orbite de l'œil."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000359>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the inner ear."	"An abnormality of the inner ear"	"Anomalie de l'oreille interne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000410>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of hearing loss resulting from a combination of conductive hearing impairment and sensorineural hearing impairment."	"A type of hearing loss resulting from a combination of conductive hearing impairment and sensorineural hearing impairment"	"Type de perte auditive résultant de la combinaison d'une déficience auditive de transmission et d'une déficience auditive neurosensorielle."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000152>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of head and neck."	"An abnormality of head and neck"	"Une anomalie de la tête et du cou"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000587>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality of the optic nerve."	"Abnormality of the optic nerve"	"Anomalie du nerf optique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000157>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality of the tongue."	"Any abnormality of the tongue"	"Toutes les anomalies de la langue"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000204>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A gap in the upper lip. This is a congenital defect resulting from nonfusion of tissues of the lip during embryonal development."	"A gap in the upper lip. This is a congenital defect resulting from nonfusion of tissues of the lip during embryonal development"	"Une fente de la lèvre supérieure. Il s'agit d'un défaut congénital résultant de la non fusion des tissus de la lèvre pendant le développement embryonnaire."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000091>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the renal tubules."	"An abnormality of the renal tubules"	"Une anomalie des tubules rénaux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000321>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Facial contours, as viewed from the front, show a broad upper face/cranium and lower face/mandible, creating a square appearance."	"Facial contours, as viewed from the front, show a broad upper face/cranium and lower face/mandible, creating a square appearance"	"Les contours du visage, vus de face, montrent une face supérieure/crâne et une face inférieure/mandibule larges, créant une apparence carrée."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000037>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes."	"Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes"	"L’hermaphrodisme désigne une divergence entre la morphologie des gonades et celle des organes génitaux externes. Dans le cas d'une variation du développement génital masculin, le génotype est masculin (XY) et les organes génitaux externes sont soit masculins mais peu développés, ambigus, ou entièrement féminins. Si les gonades sont présentes, il s'agira de testicules"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000132>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days."	"Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days"	"À intervalle régulier, règles prolongées et excessives de plus de 80 mL ou d'une durée supérieure à 7 jours"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000385>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced volume of the earlobe."	"Reduced volume of the earlobe"	"Réduction de volume du lobe de l'oreille"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000480>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A notch or cleft of the retina."	"A notch or cleft of the retina"	"Entaille ou fente de la rétine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000591>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the sclera."	"An abnormality of the sclera"	"Anomalie de la sclérotique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000047>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum."	"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum"	"Position anormale du méat urétral sur la partie ventrale du pénis (dessous) caractérisée par le déplacement du méat urétral de l'extrémité du gland pénien vers la surface ventrale du pénis, du scrotum ou du périnée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000159>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the lip."	"An abnormality of the lip"	"Une anomalie de la lèvre"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000470>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Diminished length of the neck."	"Diminished length of the neck"	"Diminution de la longueur du cou"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000078>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the genital system."	"An abnormality of the genital system"	"Une anomalie du système génital"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000131>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a leiomyoma of the uterus."	"The presence of a leiomyoma of the uterus"	"La présence d'un léiomyome de l'utérus"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000089>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hypoplasia of the kidney."	"Hypoplasia of the kidney"	"Hypoplasie du rein"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001707>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the right ventricle of the heart."	"An abnormality of the right ventricle of the heart"	"Anomalie du ventricule droit"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000445>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Interalar distance more than two standard deviations above the mean for age, i.e., an apparently increased width of the nasal base and alae."	"Interalar distance more than two standard deviations above the mean for age, i.e., an apparently increased width of the nasal base and alae"	"Distance interalaire supérieure de plus de deux écarts-types à la moyenne pour l'âge, c'est-à-dire une largeur apparemment accrue de la base nasale et de l'aileron."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000561>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Lack of eyelashes."	"Lack of eyelashes"	"Absence de cils"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100570>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A tumor formed from the endocrine (argentaffin) cells of the mucosal lining of a variety of organs including the stomach and intestine. These cells are from neuroectodermal origin."	"A tumor formed from the endocrine (argentaffin) cells of the mucosal lining of a variety of organs including the stomach and intestine. These cells are from neuroectodermal origin"	"Une tumeur formée par les cellules endocrines (argentaffines) de la muqueuse de divers organes, dont l'estomac et l'intestin. Ces cellules sont d'origine neuroectodermique."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002552>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Developmental dysplasia of the hair."	"Developmental dysplasia of the hair"	"Développement dysplasique des cheveux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000552>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Difficulty distinguishing between yellow and blue, possible related to dysfunction of the S photopigment."	"Difficulty distinguishing between yellow and blue, possible related to dysfunction of the S photopigment"	"Difficulté à distinguer le jaune du bleu, possiblement liée à un dysfonctionnement du photopigment S"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000274>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A face that is short and narrow."	"A face that is short (HP:0011219) and narrow (HP:0000275)"	"Une face courte (HP:0011219) et étroite (HP:0000275)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000504>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality of eyesight (visual perception)."	"Abnormality of eyesight (visual perception)"	"Anomalie de la vue (perception visuelle)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000073>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder."	"A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder"	"Anomalie du développement caractérisée par la présence de deux uretères, au lieu d'un seul, reliant un rein à la vessie."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000235>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality of the fontanelles (the regions covered by a thick membrane that normally ossify in the first two years of life) or the cranial sutures (the fibrous joints in which the articulating bones or cartilages of the skull are connected by sutural ligaments)."	"Any abnormality of the fontanelles (the regions covered by a thick membrane that normally ossify in the first two years of life) or the cranial sutures (the fibrous joints in which the articulating bones or cartilages of the skull are connected by sutural ligaments )"	"Toute anomalie des fontanelles (régions recouvertes d'une membrane épaisse qui s'ossifie normalement au cours des deux premières années de la vie) ou des sutures crâniennes (articulations fibreuses dans lesquelles les os ou cartilages articulés du crâne sont reliés par des ligaments suturaux)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000543>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A pale yellow discoloration of the optic disk (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression."	"A pale yellow discoloration of the optic disk (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression"	"Une coloration jaune pâle du disque optique (zone de la tête du nerf optique dans la rétine). Le disque optique a normalement une teinte rosée avec une dépression centrale jaunâtre."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000230>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of the gingiva."	"Inflammation of the gingiva"	"Inflammation de la gencive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000458>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An inability to perceive odors. This is a general term describing inability to smell arising in any part of the process of smelling from absorption of odorants into the nasal mucous overlying the olfactory epithelium, diffusion to the cilia, binding to olfactory receptor sites, generation of action potentials in olfactory neurons, and perception of a smell."	"An inability to perceive odors. This is a general term describing inability to smell arising in any part of the process of smelling from absorption of odorants into the nasal mucous overlying the olfactory epithelium, diffusion to the cilia, binding to olfactory receptor sites, generation of action potentials in olfactory neurons, and perception of a smell"	"Une incapacité à percevoir les odeurs. Il s'agit d'un terme général décrivant l'incapacité à sentir qui survient à n'importe quel stade du processus de l'odorat, depuis l'absorption des substances odorantes dans le mucus nasal recouvrant l'épithélium olfactif, la diffusion vers les cils, la liaison aux sites récepteurs olfactifs, la génération de potentiels d'action dans les neurones olfactifs et la perception d'une odeur."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000244>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal vertical height of the skull and a shortening of its anterior-posterior length, frequently combined with malformations of the occipital region."	"Abnormal vertical height of the skull and a shortening of its anterior-posterior length, frequently combined with malformations of the occipital region"	"Hauteur verticale anormale du crâne et raccourcissement de sa longueur antéro-postérieure, fréquemment associés à des malformations de la région occipitale."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000290>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly of the forehead."	"An anomaly of the forehead"	"Une anomalie du front"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000200>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of an abnormally short lingual frenulum."	"The presence of an abnormally short lingual frenulum"	"La présence d'un créneau lingual anormalement court."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000326>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the Maxilla (upper jaw bone)."	"An abnormality of the Maxilla (upper jaw bone)"	"Anomalie du maxillaire (os de la mâchoire supérieure)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000499>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the eyelashes."	"An abnormality of the eyelashes"	"Anomalie des cils"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000240>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality of the size of the skull."	"Any abnormality of the size of the skull"	"Toute anomalie de la taille du crâne."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000348>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally increased height of the forehead."	"An abnormally increased height of the forehead"	"Une hauteur anormalement élevée du front"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000092>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of renal tubules with thick redundant basement membranes, or a reduction of greater than 50% in tubular diameter compared to surrounding non-atrophic tubules."	"The presence of renal tubules with thick redundant basement membranes, or a reduction of greater than 50% in tubular diameter compared to surrounding non-atrophic tubules"	"La présence de tubules rénaux avec des membranes basales épaisses et redondantes, ou une réduction de plus de 50 % du diamètre tubulaire par rapport aux tubules environnants non atrophiés."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000234>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the head."	"An abnormality of the head"	"Une anomalie de la tête"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000556>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Retinal dystrophy is an abnormality of the retina associated with a hereditary process. Retinal dystrophies are defined by their predominantly monogenic inheritance and they are frequently associated with loss or dysfunction of photoreceptor cells as a primary or secondary event."	"Retinal dystrophy is an abnormality of the retina associated with a hereditary process. Retinal dystrophies are defined by their predominantly monogenic inheritance and they are frequently associated with loss or dysfunction of photoreceptor cells as a primary or secondary event"	"La dystrophie rétinienne est une anomalie de la rétine associée à un processus héréditaire. Les dystrophies rétiniennes se définissent par une hérédité principalement monogénique et sont fréquemment associées à une perte ou à un dysfonctionnement des cellules photoréceptrices en tant qu'événement primaire ou secondaire."@fr	"OFFICIAL"
