subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0030092	en	fr	rdfs:label	Reduced muscle fiber merosin	OFFICIAL	Mérosine réduite dans les fibres musculaires
HP:0030093	en	fr	rdfs:label	Abnormal muscle fiber laminin beta 1	OFFICIAL	Anomalie de la laminine bêta 1 des fibres musculaires
HP:0030094	en	fr	rdfs:label	Reduced muscle fiber laminin beta 1	OFFICIAL	Réduction de la laminine bêta 1 dans les fibres musculaires
HP:0030095	en	fr	rdfs:label	Reduced muscle collagen VI	OFFICIAL	Réduction du collagène VI musculaire
HP:0030096	en	fr	rdfs:label	Abnormal muscle fiber dystrophin expression	OFFICIAL	Expression anormale de la dystrophine dans les fibres musculaires
HP:0030097	en	fr	rdfs:label	Absent muscle dystrophin expression	OFFICIAL	Expression absente de la dystrophine musculaire
HP:0030098	en	fr	rdfs:label	Reduced muscle dystrophin expression	OFFICIAL	Expression réduite de la dystrophine musculaire
HP:0030099	en	fr	rdfs:label	Reduced muscle fiber alpha dystroglycan	OFFICIAL	Fibre musculaire réduite en alpha dystroglycane
HP:0030100	en	fr	rdfs:label	Abnormal muscle fiber alpha sarcoglycan	OFFICIAL	Fibre musculaire anormale alpha sarcoglycane
HP:0030101	en	fr	rdfs:label	Absent muscle fiber alpha sarcoglycan	OFFICIAL	Absence d'alpha sarcoglycane de la fibre musculaire 
HP:0030102	en	fr	rdfs:label	Reduced muscle fiber alpha sarcoglycan	OFFICIAL	Diminution d'alpha sarcoglycane de la fibre musculaire 
HP:0030103	en	fr	rdfs:label	Abnormal muscle fiber beta sarcoglycan	OFFICIAL	Fibre musculaire anormale en bêta sarcoglycane
HP:0030104	en	fr	rdfs:label	Abnormal muscle fiber gamma sarcoglycan	OFFICIAL	Fibre musculaire anormale en gamma sarcoglycane
HP:0030105	en	fr	rdfs:label	Abnormal muscle fiber delta sarcoglycan	OFFICIAL	Fibre musculaire anormale en delta sarcoglycane
HP:0030106	en	fr	rdfs:label	Absent muscle fiber beta sarcoglycan	OFFICIAL	Absence de bêta sarcoglycane de la fibre musculaire 
HP:0030107	en	fr	rdfs:label	Reduced muscle fiber beta sarcoglycan	OFFICIAL	Fibre musculaire réduite en bêta sarcoglycane
HP:0030108	en	fr	rdfs:label	Reduced muscle fiber gamma sarcoglycan	OFFICIAL	Réduction en gamma sarcoglycane de la fibre musculaire 
HP:0030109	en	fr	rdfs:label	Absent muscle fiber gamma sarcoglycan	OFFICIAL	Absence en gamma sarcoglycane de la fibre musculaire 
HP:0030110	en	fr	rdfs:label	Absent muscle fiber delta sarcoglycan	OFFICIAL	Absence de delta sarcoglycane de la fibre musculaire 
HP:0030111	en	fr	rdfs:label	Reduced muscle fiber delta sarcoglycan	OFFICIAL	Réduction de la fibre musculaire en delta sarcoglycane
HP:0030112	en	fr	rdfs:label	Abnormal muscle fiber alpha dystroglycan	OFFICIAL	Fibre musculaire anormale en alpha dystroglycane
HP:0030113	en	fr	rdfs:label	Abnormal muscle fiber dysferlin	OFFICIAL	Fibre musculaire anormale en dysferline
HP:0030114	en	fr	rdfs:label	Absent muscle fiber dysferlin	OFFICIAL	Absence de dysferline dans les fibres musculaires
HP:0030115	en	fr	rdfs:label	Reduced muscle fiber dysferlin	OFFICIAL	Diminution de la dysferline des fibres musculaires
HP:0030116	en	fr	rdfs:label	Abnormal muscle fiber emerin	OFFICIAL	Emerine anormale dans la fibre musculaire
HP:0030117	en	fr	rdfs:label	Absent muscle fiber emerin	OFFICIAL	Emerine absente dans la fibre musculaire
HP:0030118	en	fr	rdfs:label	Reduced muscle fiber emerin	OFFICIAL	Emerine de la fibre musculaire réduite
HP:0030119	en	fr	rdfs:label	Abnormal muscle fiber calpain-3	OFFICIAL	Fibre musculaire anormale en calpaïne-3
HP:0030120	en	fr	rdfs:label	Absent muscle fiber calpain-3	OFFICIAL	Absence de la fibre musculaire en calpaïne-3
HP:0030121	en	fr	rdfs:label	Reduced muscle fiber calpain-3	OFFICIAL	Diminution de la calpaïne-3 dans les fibres musculaires
HP:0030122	en	fr	rdfs:label	Reduced muscle fiber perlecan	OFFICIAL	Fibres musculaires réduites en perlecan
HP:0030123	en	fr	rdfs:label	Abnormal muscle fiber lamin A/C	OFFICIAL	Lamines A/C de la fibre musculaire anormales
HP:0030124	en	fr	rdfs:label	Reduced muscle fiber lamin A/C	OFFICIAL	Lamines A/C de la fibre musculaire diminuées
HP:0030125	en	fr	rdfs:label	Sacralization of the fifth lumbar vertebra	OFFICIAL	Sacralisation de la cinquième vertèbre lombaire
HP:0030126	en	fr	rdfs:label	Abnormality of the endometrium	OFFICIAL	Anomalie de l'endomètre
HP:0030127	en	fr	rdfs:label	Endometriosis	OFFICIAL	Endométriose
HP:0030129	en	fr	rdfs:label	Impaired ristocetin cofactor assay activity	OFFICIAL	Altération de l'activité de dosage du cofacteur de la ristocétine
HP:0030130	en	fr	rdfs:label	Impaired von Willibrand factor collagen binding activity	OFFICIAL	Altération de l'activité de liaison au collagène du facteur de von Willibrand
HP:0030131	en	fr	rdfs:label	Abnormal von Willebrand factor multimer distribution	OFFICIAL	Distribution anormale des multimères du facteur de von Willebrand
HP:0030132	en	fr	rdfs:label	Absence of large von Willibrand factor multimers	OFFICIAL	Absence de multimères de facteur de von Willibrand de grande taille
HP:0030133	en	fr	rdfs:label	Abnormal presence of ultra-large von Willebrand factor multimers	OFFICIAL	Présence anormale de multimères de facteur von Willebrand ultra-larges
HP:0030134	en	fr	rdfs:label	Total absence von Willebrand factor multimers	OFFICIAL	Absence totale de multimères du facteur de von Willebrand
HP:0030135	en	fr	rdfs:label	Absence of intermediate von Willibrand factor multimers	OFFICIAL	Absence de multimères intermédiaires de facteur von Willibrand
HP:0030136	en	fr	rdfs:label	Enhanced ristocetin cofactor assay activity	OFFICIAL	Activité accrue du dosage du cofacteur de la ristocétine
HP:0030137	en	fr	rdfs:label	Prolonged bleeding following circumcision	OFFICIAL	Saignement prolongé après une circoncision
HP:0030138	en	fr	rdfs:label	Excessive bleeding from superficial cuts	OFFICIAL	Saignement excessif de coupures superficielles
HP:0030139	en	fr	rdfs:label	Excessive bleeding after a venipuncture	OFFICIAL	Saignement excessif après une ponction veineuse
HP:0030140	en	fr	rdfs:label	Oral cavity bleeding	OFFICIAL	Saignement de la cavité buccale
HP:0030141	en	fr	rdfs:label	Abnormality of the posterior hairline	OFFICIAL	Anomalie de la ligne postérieure des cheveux
HP:0030142	en	fr	rdfs:label	Abnormal bowel sounds	OFFICIAL	Borborygme
HP:0030143	en	fr	rdfs:label	Hyperactive bowel sounds	OFFICIAL	Bruits intestinaux augmentés
HP:0030144	en	fr	rdfs:label	Hypoactive bowel sounds	OFFICIAL	Diminution des bruits hydroaériques
HP:0030145	en	fr	rdfs:label	Lack of bowel sounds	OFFICIAL	Absence de bruits intestinaux
HP:0030146	en	fr	rdfs:label	Abnormal liver parenchyma morphology	OFFICIAL	Anomalie de la morphologie du parenchyme hépatique
HP:0030147	en	fr	rdfs:label	Truncal titubation	OFFICIAL	Titubation tronculaire
HP:0030148	en	fr	rdfs:label	Heart murmur	OFFICIAL	Souffle cardiaque
HP:0030149	en	fr	rdfs:label	Cardiogenic shock	OFFICIAL	Choc cardiogénique
HP:0030150	en	fr	rdfs:label	Plasmacytosis	OFFICIAL	Plasmacytose
HP:0030151	en	fr	rdfs:label	Cholangitis	OFFICIAL	Angiocholite
HP:0030153	en	fr	rdfs:label	Cholangiocarcinoma	OFFICIAL	Cholangiocarcinome
HP:0030154	en	fr	rdfs:label	Gallbladder perforation	OFFICIAL	Perforation de la vésicule biliaire
HP:0030155	en	fr	rdfs:label	Scrotal pain	OFFICIAL	Douleur scrotale
HP:0030156	en	fr	rdfs:label	Bence Jones Proteinuria	OFFICIAL	Protéinurie de Bence Jones
HP:0030157	en	fr	rdfs:label	Flank pain	OFFICIAL	Douleur du flanc
HP:0030158	en	fr	rdfs:label	Cervical ectropion	OFFICIAL	Ectropion cervical
HP:0030159	en	fr	rdfs:label	Cervical polyp	OFFICIAL	Polype cervical
HP:0030160	en	fr	rdfs:label	Cervicitis	OFFICIAL	Cervicite
HP:0030161	en	fr	rdfs:label	Vaginal pruritus	OFFICIAL	Prurit vaginal
HP:0030162	en	fr	rdfs:label	Glomerulomegaly	OFFICIAL	Glomérulomégalie
HP:0030163	en	fr	rdfs:label	Abnormal vascular physiology	OFFICIAL	Physiologie vasculaire anormale
HP:0030164	en	fr	rdfs:label	Jaw claudication	OFFICIAL	Claudication de la mâchoire
HP:0030165	en	fr	rdfs:label	Temporal artery tortuosity	OFFICIAL	Tortuosité de l'artère temporale
HP:0030166	en	fr	rdfs:label	Night sweats	OFFICIAL	Sueurs nocturnes
HP:0030167	en	fr	rdfs:label	Antimitochondrial antibody positivity	OFFICIAL	Anticorps antimitochondrial positifs
HP:0030168	en	fr	rdfs:label	Dilated superficial abdominal veins	OFFICIAL	Veines abdominales superficielles dilatées
HP:0030169	en	fr	rdfs:label	Gastric varix	OFFICIAL	Varice gastrique
HP:0030170	en	fr	rdfs:label	Cystic artery pseudoaneurysm	OFFICIAL	Pseudo-anévrisme de l'artère kystique
HP:0030171	en	fr	rdfs:label	Perirenal hematoma	OFFICIAL	Hématome périlésionnel
HP:0030172	en	fr	rdfs:label	Peripheral amyelination	OFFICIAL	Amyélinisation périphérique
HP:0030173	en	fr	rdfs:label	Peripheral hypermyelination	OFFICIAL	Hypermyélinisation périphérique
HP:0030174	en	fr	rdfs:label	Increased peripheral myelin thickness	OFFICIAL	Augmentation de l'épaisseur de la myéline périphérique
HP:0030175	en	fr	rdfs:label	Myelin tomacula	OFFICIAL	Tomacula de myéline
HP:0030176	en	fr	rdfs:label	Asymmetric peripheral demyelination	OFFICIAL	Démyélinisation périphérique asymétrique
HP:0030177	en	fr	rdfs:label	Abnormality of peripheral nervous system electrophysiology	OFFICIAL	Anomalie de l'électrophysiologie du système nerveux périphérique
HP:0030178	en	fr	rdfs:label	Abnormality of central nervous system electrophysiology	OFFICIAL	Anomalie de l'électrophysiologie du système nerveux central
HP:0030179	en	fr	rdfs:label	Abnormal peripheral action potential amplitude	OFFICIAL	Amplitude anormale du potentiel d'action périphérique
HP:0030180	en	fr	rdfs:label	Oppenheim reflex	OFFICIAL	Réflexe d'Oppenheim
HP:0030181	en	fr	rdfs:label	Gordon reflex	OFFICIAL	Réflexe de Gordon
HP:0030182	en	fr	rdfs:label	Tetraplegia/tetraparesis	OFFICIAL	Tétraplégie/tétraparésie
HP:0030183	en	fr	rdfs:label	Impaired visually enhanced vestibulo-ocular reflex	OFFICIAL	Réflexe vestibulo-oculaire altéré par une altération de la vision
HP:0030185	en	fr	rdfs:label	Isometric tremor	OFFICIAL	Tremblement isométrique
HP:0030186	en	fr	rdfs:label	Kinetic tremor	OFFICIAL	Tremblement cinétique
HP:0030187	en	fr	rdfs:label	Titubation	OFFICIAL	Tremblement
HP:0030188	en	fr	rdfs:label	Tremor by anatomical site	OFFICIAL	Tremblement par site anatomique
HP:0030190	en	fr	rdfs:label	Oral motor hypotonia	OFFICIAL	Hypotonie motrice orale
HP:0030191	en	fr	rdfs:label	Abnormal peripheral nervous system synaptic transmission	OFFICIAL	Transmission synaptique anormale du système nerveux périphérique
HP:0030192	en	fr	rdfs:label	Fatigable weakness of bulbar muscles	OFFICIAL	Faiblesse fatigable des muscles bulbaires
HP:0030193	en	fr	rdfs:label	Fatigable weakness of chewing muscles	OFFICIAL	Faiblesse fatigable des muscles de la mastication
HP:0030194	en	fr	rdfs:label	Fatigable weakness of speech muscles	OFFICIAL	Faiblesse fatigable des muscles de la parole
HP:0030195	en	fr	rdfs:label	Fatigable weakness of swallowing muscles	OFFICIAL	Faiblesse fatigable des muscles de la déglutition
HP:0030196	en	fr	rdfs:label	Fatigable weakness of respiratory muscles	OFFICIAL	Faiblesse fatigable des muscles respiratoires
HP:0030197	en	fr	rdfs:label	Fatigable weakness of skeletal muscles	OFFICIAL	Faiblesse fatigable des muscles squelettiques
HP:0030198	en	fr	rdfs:label	Fatigable weakness of distal limb muscles	OFFICIAL	Fatigabilité des muscles des membres distaux
HP:0030199	en	fr	rdfs:label	Fatigable weakness of neck muscles	OFFICIAL	Fatigable faiblesse des muscles du cou
HP:0030200	en	fr	rdfs:label	Fatiguable weakness of proximal limb muscles	OFFICIAL	Faiblesse fatigable des muscles des membres proximaux
HP:0030201	en	fr	rdfs:label	Response to drugs acting on neuromuscular transmission	OFFICIAL	Réponse aux médicaments agissant sur la transmission neuromusculaire
HP:0030202	en	fr	rdfs:label	Favorable response of weakness to acetylcholine esterase inhibitors	OFFICIAL	Réponse favorable de la faiblesse aux inhibiteurs de l'acétylcholine estérase
HP:0030203	en	fr	rdfs:label	Unfavorable response of muscle weakness to acetylcholine esterase inhibitors	OFFICIAL	Réaction défavorable de la faiblesse musculaire aux inhibiteurs de l'acétylcholine estérase.
HP:0030205	en	fr	rdfs:label	Increased jitter at single fibre EMG	OFFICIAL	Augmentation de la gigue à l'EMG d'une seule fibre
HP:0030206	en	fr	rdfs:label	EMG: incremental response of compound muscle action potential to repetitive nerve stimulation	OFFICIAL	EMG : réponse incrémentielle du potentiel d'action d'un muscle composé à une stimulation nerveuse répétitive.
HP:0030207	en	fr	rdfs:label	Paradoxical respiration	OFFICIAL	Respiration paradoxale
HP:0030208	en	fr	rdfs:label	Acetylcholine receptor antibody positivity	OFFICIAL	Anticorps positifs contre les récepteurs d'acétylcholine
HP:0030209	en	fr	rdfs:label	Calcium channel antibody positivity	OFFICIAL	Anticorps contre les canaux calciques
HP:0030210	en	fr	rdfs:label	Muscle specific kinase antibody positivity	OFFICIAL	Anticorps contre la kinase spécifique du muscle.
HP:0030211	en	fr	rdfs:label	Slow pupillary light response	OFFICIAL	Réponse lente à la lumière pupillaire
HP:0030212	en	fr	rdfs:label	Collectionism	OFFICIAL	Collectionnisme
HP:0030213	en	fr	rdfs:label	Emotional blunting	OFFICIAL	Apathie
HP:0030214	en	fr	rdfs:label	Hypersexuality	OFFICIAL	Hypersexualité
HP:0030215	en	fr	rdfs:label	Inappropriate crying	OFFICIAL	Pleurs inappropriés
HP:0030216	en	fr	rdfs:label	Inertia	OFFICIAL	Inertie
HP:0030217	en	fr	rdfs:label	Limb apraxia	OFFICIAL	Apraxie des membres
HP:0030218	en	fr	rdfs:label	Punding	OFFICIAL	Bégaiement
HP:0030219	en	fr	rdfs:label	Semantic dementia	OFFICIAL	Démence sémantique
HP:0030220	en	fr	rdfs:label	Socially inappropriate behavior	OFFICIAL	Comportement socialement inapproprié
HP:0030221	en	fr	rdfs:label	Sweet craving	OFFICIAL	Besoin de sucreries
HP:0030222	en	fr	rdfs:label	Visual agnosia	OFFICIAL	Agnosie visuelle
HP:0030223	en	fr	rdfs:label	Perseveration	OFFICIAL	Persévération
HP:0030224	en	fr	rdfs:label	Abnormal muscle fiber desmin	OFFICIAL	Desmine anormale des fibres musculaires
HP:0030225	en	fr	rdfs:label	Accumulation of muscle fiber desmin	OFFICIAL	Accumulation de la desmine dans les fibres musculaires
HP:0030226	en	fr	rdfs:label	Abnormal muscle fiber myotilin	OFFICIAL	Anomalie de la fibre musculaire myotiline
HP:0030227	en	fr	rdfs:label	Accumulation of muscle fiber myotilin	OFFICIAL	Accumulation de myotiline dans les fibres musculaires
HP:0030228	en	fr	rdfs:label	Abnormal muscle fiber valosin-containing protein	OFFICIAL	Fibre musculaire anormale contenant une protéine de type valosine
HP:0030229	en	fr	rdfs:label	Accumulation of muscle fiber valosin-containing protein	OFFICIAL	Accumulation de la protéine contenant de la valosine dans les fibres musculaires
HP:0030230	en	fr	rdfs:label	Central core regions in muscle fibers	OFFICIAL	Régions du noyau central des fibres musculaires
HP:0030231	en	fr	rdfs:label	Glycogen accumulation in muscle fiber lysosomes	OFFICIAL	Accumulation de glycogène dans les lysosomes des fibres musculaires
HP:0030232	en	fr	rdfs:label	Increased sarcoplasmic glycogen	OFFICIAL	Augmentation du glycogène sarcoplasmique
HP:0030233	en	fr	rdfs:label	Bethlem sign	OFFICIAL	Signe de Bethlem
HP:0030234	en	fr	rdfs:label	Highly elevated creatine kinase	OFFICIAL	Taux plasmatique de créatine kinase très élevé
HP:0030235	en	fr	rdfs:label	Extremely elevated creatine kinase	OFFICIAL	Taux plasmatique de créatine kinase extrêmement élevé
HP:0030236	en	fr	rdfs:label	Abnormality of muscle size	OFFICIAL	Anomalie de la taille des muscles
HP:0030237	en	fr	rdfs:label	Hand muscle weakness	OFFICIAL	Faiblesse des muscles de la main
HP:0030239	en	fr	rdfs:label	Hypoplasia of the upper arm musculature	OFFICIAL	Hypoplasie de la musculature de la partie supérieure du bras
HP:0030241	en	fr	rdfs:label	Hypoplasia of deltoid muscle	OFFICIAL	Hypoplasie du muscle deltoïde
HP:0030242	en	fr	rdfs:label	Portal vein thrombosis	OFFICIAL	Thrombose de la veine porte
HP:0030243	en	fr	rdfs:label	Hepatic vein thrombosis	OFFICIAL	Syndrome de budd-chiari
HP:0030244	en	fr	rdfs:label	Maternal fever in pregnancy	OFFICIAL	Fièvre maternelle pendant la grossesse
HP:0030245	en	fr	rdfs:label	Intrapartum fever	OFFICIAL	Fièvre de l'intra-partum
HP:0030246	en	fr	rdfs:label	Maternal first trimester fever	OFFICIAL	Fièvre maternelle du premier trimestre
HP:0030247	en	fr	rdfs:label	Splanchnic vein thrombosis	OFFICIAL	Thrombose de la veine splanchnique
HP:0030248	en	fr	rdfs:label	Mesenteric venous thrombosis	OFFICIAL	Ischémie mésentérique
HP:0030249	en	fr	rdfs:label	Enanthema	OFFICIAL	Énanthème
HP:0030250	en	fr	rdfs:label	Pulmonary granulomatosis	OFFICIAL	Granulomatose pulmonaire
HP:0030251	en	fr	rdfs:label	Absence of memory B cells	OFFICIAL	Absence de cellules B à mémoire
HP:0030252	en	fr	rdfs:label	Absence of mature B cells	OFFICIAL	Absence de cellules B matures
HP:0030253	en	fr	rdfs:label	Defective T cell proliferation	OFFICIAL	Prolifération défectueuse des lymphocytes T
HP:0030254	en	fr	rdfs:label	Nail bed hemorrhage	OFFICIAL	Hémorragie du lit de l'ongle
HP:0030255	en	fr	rdfs:label	Large intestinal polyposis	OFFICIAL	Polypose du gros intestin
HP:0030256	en	fr	rdfs:label	Small intestinal polyposis	OFFICIAL	Polypose de l'intestin grêle
HP:0030257	en	fr	rdfs:label	Freckled genitalia	OFFICIAL	Organes génitaux tachetés
HP:0030258	en	fr	rdfs:label	Hyperpigmented genitalia	OFFICIAL	Organes génitaux hyperpigmentés
HP:0030259	en	fr	rdfs:label	Hypopigmented genitalia	OFFICIAL	Organes génitaux hypopigmentés
HP:0030260	en	fr	rdfs:label	Microphallus	OFFICIAL	Micropénis
HP:0030261	en	fr	rdfs:label	Absent penis	OFFICIAL	Pénis absent
HP:0030262	en	fr	rdfs:label	Narrow penis	OFFICIAL	Pénis étroit
HP:0030263	en	fr	rdfs:label	Torsion of the penis	OFFICIAL	Torsion du pénis
HP:0030264	en	fr	rdfs:label	Webbed penis	OFFICIAL	Pénis palmés
HP:0030265	en	fr	rdfs:label	Wide penis	OFFICIAL	Pénis large
HP:0030266	en	fr	rdfs:label	Abnormality of the sacroiliac notch	OFFICIAL	Anomalie de l'encoche sacro-iliaque
HP:0030267	en	fr	rdfs:label	Calcification of the interosseus membrane of the forearm	OFFICIAL	Calcification de la membrane interosseuse de l'avant-bras
HP:0030268	en	fr	rdfs:label	Hyperplastic callus formation	OFFICIAL	Formation de callosités hyperplasiques
HP:0030269	en	fr	rdfs:label	Increased serum insulin-like growth factor 1	OFFICIAL	Augmentation du taux sérique du facteur de croissance analogue à l'insuline 1
HP:0030270	en	fr	rdfs:label	Elevated red cell adenosine deaminase activity	OFFICIAL	Activité élevée de l'adénosine désaminase des globules rouges
HP:0030271	en	fr	rdfs:label	Reduced erythrocyte 2,3-diphosphoglycerate concentration	OFFICIAL	Concentration réduite de 2,3-diphosphoglycérate érythrocytaire
HP:0030272	en	fr	rdfs:label	Abnormal erythrocyte enzyme activity	OFFICIAL	Activité enzymatique érythrocytaire anormale
HP:0030273	en	fr	rdfs:label	Reduced red cell adenosine deaminase activity	OFFICIAL	Activité réduite de l'adénosine désaminase du globule rouge
HP:0030274	en	fr	rdfs:label	Accessory scrotum	OFFICIAL	Scrotum accessoire
HP:0030275	en	fr	rdfs:label	Ectopic scrotum	OFFICIAL	Scrotum ectopique
HP:0030276	en	fr	rdfs:label	Small scrotum	OFFICIAL	Petit scrotum
HP:0030277	en	fr	rdfs:label	Abnormal vertebral pedicle morphology	OFFICIAL	Morphologie anormale du pédicule vertébral
HP:0030278	en	fr	rdfs:label	Hypoplastic vertebral pedicle	OFFICIAL	Pédicule vertébral hypoplasique
HP:0030279	en	fr	rdfs:label	Hypoplastic L5 vertebral pedicle	OFFICIAL	Pédicule vertébral L5 hypoplasique
HP:0030280	en	fr	rdfs:label	Rib gap	OFFICIAL	Écart entre les côtes
HP:0030281	en	fr	rdfs:label	Cervical C3/C4 vertebral fusion	OFFICIAL	Fusion vertébrale cervicale C3/C4
HP:0030282	en	fr	rdfs:label	Posterior rib gap	OFFICIAL	Écart costal postérieur
HP:0030283	en	fr	rdfs:label	Partial absence of the septum pellucidum	OFFICIAL	Absence partielle du septum pellucidum
HP:0030284	en	fr	rdfs:label	Triangular tongue	OFFICIAL	Langue triangulaire
HP:0030285	en	fr	rdfs:label	Splayed superior cerebellar peduncle	OFFICIAL	Pédoncule cérébelleux supérieur évasé
HP:0030286	en	fr	rdfs:label	Atrophic superior cerebellar peduncle	OFFICIAL	Pédoncule cérébelleux supérieur atrophié
HP:0030289	en	fr	rdfs:label	Flattened femoral epiphysis	OFFICIAL	Épiphyse fémorale aplatie
HP:0030290	en	fr	rdfs:label	Unossified sacrum	OFFICIAL	Sacrum non ossifié
HP:0030291	en	fr	rdfs:label	Lower-limb metaphyseal irregularity	OFFICIAL	Irrégularité métaphysaire des membres inférieurs
HP:0030292	en	fr	rdfs:label	Tibial metaphyseal irregularity	OFFICIAL	Irrégularité métaphysaire tibiale
HP:0030293	en	fr	rdfs:label	Fibular metaphyseal irregularity	OFFICIAL	Irrégularité métaphysaire fibulaire
HP:0030294	en	fr	rdfs:label	Metaphyseal chondromatosis of tibia	OFFICIAL	Chondromatose métaphysaire du tibia
HP:0030295	en	fr	rdfs:label	Metaphyseal chondromatosis of femur	OFFICIAL	Chondromatose métaphysaire du fémur
HP:0030296	en	fr	rdfs:label	Metaphyseal chondromatosis of radius	OFFICIAL	Chondromatose métaphysaire du radius
HP:0030297	en	fr	rdfs:label	Metaphyseal chondromatosis of ulna	OFFICIAL	Chondromatose métaphysaire du cubitus
HP:0030298	en	fr	rdfs:label	Metaphyseal chondromatosis of humerus	OFFICIAL	Chondromatose métaphysaire de l'humérus
HP:0030299	en	fr	rdfs:label	Distal femoral metaphyseal abnormality	OFFICIAL	Anomalie de la métaphyse du fémur distal
HP:0030300	en	fr	rdfs:label	10 pairs of ribs	OFFICIAL	10 paires de côtes
HP:0030301	en	fr	rdfs:label	Abnormality of the anterior commissure	OFFICIAL	Anomalie de la commissure antérieure
HP:0030302	en	fr	rdfs:label	Agenesis of the anterior commissure	OFFICIAL	Agénésie de la commissure antérieure
HP:0030303	en	fr	rdfs:label	Hypoplastic anterior commissure	OFFICIAL	Commissure antérieure hypoplasique
HP:0030304	en	fr	rdfs:label	Abnormal number of vertebrae	OFFICIAL	Nombre anormal de vertèbres
HP:0030305	en	fr	rdfs:label	Decreased number of vertebrae	OFFICIAL	Nombre réduit de vertèbres
HP:0030306	en	fr	rdfs:label	11 thoracic vertebrae	OFFICIAL	11 vertèbres thoraciques
HP:0030307	en	fr	rdfs:label	Flared lower limb metaphysis	OFFICIAL	Métaphyse évasée des membres inférieurs
HP:0030308	en	fr	rdfs:label	Flared distal tibial metaphysis	OFFICIAL	Métaphyse distale évasée du tibia
HP:0030309	en	fr	rdfs:label	Flared distal fibular metaphysis	OFFICIAL	Métaphyse distale évasée du péroné
HP:0030310	en	fr	rdfs:label	Upper extremity joint dislocation	OFFICIAL	Dislocation de l'articulation du membre supérieur
HP:0030311	en	fr	rdfs:label	Lower extremity joint dislocation	OFFICIAL	Dislocation de l'articulation du membre inférieur
HP:0030312	en	fr	rdfs:label	Obliteration of the calvarial diploe	OFFICIAL	Oblitération du diploé calvarial
HP:0030313	en	fr	rdfs:label	Abnormal periosteum morphology	OFFICIAL	Morphologie anormale du périoste
HP:0030314	en	fr	rdfs:label	Periostosis	OFFICIAL	Periostose
HP:0030318	en	fr	rdfs:label	Angular cheilitis	OFFICIAL	Perlèche
HP:0030319	en	fr	rdfs:label	Weakness of facial musculature	OFFICIAL	Faiblesse de la musculature faciale
HP:0030320	en	fr	rdfs:label	Increased intervertebral space	OFFICIAL	Augmentation de l'espace intervertébral
HP:0030321	en	fr	rdfs:label	Abnormal vertebral artery morphology	OFFICIAL	Morphologie anormale de l'artère vertébrale
HP:0030322	en	fr	rdfs:label	Vertebral artery hypoplasia	OFFICIAL	Hypoplasie de l'artère vertébrale
HP:0030323	en	fr	rdfs:label	Unilateral vertebral artery hypoplasia	OFFICIAL	Hypoplasie unilatérale de l'artère vertébrale
HP:0030324	en	fr	rdfs:label	Bilateral vertebral artery hypoplasia	OFFICIAL	Hypoplasie bilatérale de l'artère vertébrale
HP:0030325	en	fr	rdfs:label	Cervicomedullary schisis	OFFICIAL	Schisis cervicomédullaire
HP:0030326	en	fr	rdfs:label	Abnormal macrophage count	OFFICIAL	Nombre anormal de macrophages
HP:0030327	en	fr	rdfs:label	Abnormal osteoclast count	OFFICIAL	Nombre anormal d'ostéoclastes
HP:0030328	en	fr	rdfs:label	Decreased osteoclast count	OFFICIAL	Diminution du nombre d'ostéoclastes
HP:0030329	en	fr	rdfs:label	Retinal thinning	OFFICIAL	Amincissement de la rétine
HP:0030330	en	fr	rdfs:label	Multinucleated giant chondrocytes in epiphyseal cartilage	OFFICIAL	Chondrocytes géants multinucléés dans le cartilage épiphysaire
HP:0030331	en	fr	rdfs:label	Impaired stimulus-induced skin wrinkling	OFFICIAL	Altération du plissement de la peau induit par un stimulus
HP:0030333	en	fr	rdfs:label	Abnormal alpha-beta T cell morphology	OFFICIAL	Morphologie anormale des cellules T alpha-bêta
HP:0030334	en	fr	rdfs:label	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	OFFICIAL	Morphologie anormale des lymphocytes T régulateurs alpha-bêta CD4-positifs et CD25-positifs.
HP:0030335	en	fr	rdfs:label	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	OFFICIAL	Nombre anormal de cellules T régulatrices CD4-positives, CD25-positives et alpha-bêta.
HP:0030336	en	fr	rdfs:label	Absence of CD4-positive, CD25-positive regulatory T cells	OFFICIAL	Absence de cellules T régulatrices CD4-positives, CD25-positives.
HP:0030337	en	fr	rdfs:label	Elevated CD4-positive, CD25-positive regulatory T cell count	OFFICIAL	Nombre élevé de cellules T régulatrices CD4-positives et CD25-positives.
HP:0030338	en	fr	rdfs:label	Abnormal circulating gonadotropin level	OFFICIAL	Taux de gonadotrophines circulantes anormal
HP:0030339	en	fr	rdfs:label	Decreased circulating gonadotropin level	OFFICIAL	Diminution du taux de gonadotrophines circulantes
HP:0030341	en	fr	rdfs:label	Decreased circulating follicle stimulating hormone level	OFFICIAL	Diminution du taux d'hormone folliculo-stimulante (FSH) en circulation
HP:0030344	en	fr	rdfs:label	Decreased circulating luteinizing hormone level	OFFICIAL	Diminution du taux de l'hormone lutéinisante (LH) dans la circulation
HP:0030345	en	fr	rdfs:label	Abnormal circulating luteinizing hormone level	OFFICIAL	Taux plasmatique anormal d'hormone lutéinisante (LH)
